,time,open,high,low,close,tick_volume,spread,real_volume
0,1609430400,1.22848,1.22848,1.22647,1.22688,1658,6,0
1,1609434000,1.2269,1.22701,1.22249,1.22377,2510,6,0
2,1609437600,1.2238,1.22398,1.22206,1.22245,2080,6,0
3,1609718400,1.22355,1.22399,1.2226,1.22332,383,6,0
4,1609722000,1.22329,1.22525,1.22311,1.22497,1578,6,0
5,1609725600,1.22495,1.22495,1.22383,1.22404,1634,6,0
6,1609729200,1.22406,1.22552,1.22396,1.22522,1793,6,0
7,1609732800,1.22521,1.22582,1.22493,1.22535,1530,6,0
8,1609736400,1.22536,1.22573,1.22482,1.22546,1141,6,0
9,1609740000,1.22546,1.22546,1.22433,1.22484,795,6,0
10,1609743600,1.22486,1.22588,1.22412,1.22549,1114,6,0
11,1609747200,1.2255099999999999,1.2257500000000001,1.2242,1.2256,1450,6,0
12,1609750800,1.22554,1.22686,1.22538,1.22635,1890,6,0
13,1609754400,1.22632,1.22858,1.22614,1.22809,2755,6,0
14,1609758000,1.22807,1.23,1.22786,1.22931,2404,6,0
15,1609761600,1.22929,1.22993,1.22893,1.22919,1899,6,0
16,1609765200,1.22919,1.22992,1.22909,1.22928,1983,6,0
17,1609768800,1.22928,1.23057,1.22866,1.23031,2591,6,0
18,1609772400,1.2303,1.23048,1.2286,1.22984,3316,6,0
19,1609776000,1.22991,1.23085,1.22833,1.22888,3932,6,0
20,1609779600,1.22888,1.22904,1.226,1.22711,4390,6,0
21,1609783200,1.22712,1.2277,1.22521,1.22532,4197,6,0
22,1609786800,1.22534,1.22608,1.22496,1.22526,3469,6,0
23,1609790400,1.2252399999999999,1.22563,1.22422,1.22505,2135,6,0
24,1609794000,1.22505,1.22519,1.22435,1.2251400000000001,1862,6,0
25,1609797600,1.22515,1.22517,1.22411,1.22487,1612,6,0
26,1609801200,1.22491,1.22517,1.22416,1.22494,890,6,0
27,1609804800,1.22423,1.22508,1.2242,1.225,187,6,0
28,1609808400,1.22497,1.22532,1.22468,1.22523,904,6,0
29,1609812000,1.22522,1.22567,1.22469,1.22553,1172,6,0
30,1609815600,1.22553,1.22627,1.22546,1.22567,1563,6,0
31,1609819200,1.22568,1.22726,1.22567,1.227,1400,6,0
32,1609822800,1.22702,1.22765,1.2267299999999999,1.22725,1318,6,0
33,1609826400,1.22724,1.22724,1.22658,1.22687,1179,6,0
34,1609830000,1.22686,1.2273,1.22668,1.22719,1117,6,0
35,1609833600,1.22719,1.2274,1.22663,1.22692,1375,6,0
36,1609837200,1.22691,1.22706,1.2255,1.22579,2358,6,0
37,1609840800,1.2258,1.22785,1.22579,1.22738,3067,6,0
38,1609844400,1.22737,1.22837,1.22682,1.22718,2271,6,0
39,1609848000,1.22718,1.2284,1.22711,1.22769,1990,6,0
40,1609851600,1.22769,1.22901,1.22765,1.22827,2126,6,0
41,1609855200,1.22827,1.22845,1.22656,1.22722,2718,6,0
42,1609858800,1.22719,1.22755,1.22602,1.22622,2917,6,0
43,1609862400,1.22625,1.22781,1.22589,1.22638,3351,6,0
44,1609866000,1.22605,1.22822,1.22536,1.22751,4281,6,0
45,1609869600,1.22754,1.22964,1.22729,1.22943,3451,6,0
46,1609873200,1.2294100000000001,1.23047,1.22923,1.22991,2637,6,0
47,1609876800,1.22989,1.23044,1.2292399999999999,1.2293,1695,6,0
