,time,open,high,low,close,tick_volume,spread,real_volume
0,1451577600,1.08867,1.09001,1.08521,1.08601,8535,0,0
1,1451865600,1.08712,1.08719,1.08262,1.08589,5308,0,0
2,1451880000,1.08592,1.09041,1.08576,1.08967,6685,0,0
3,1451894400,1.08966,1.09457,1.08809,1.09283,11339,0,0
4,1451908800,1.09282,1.09354,1.08446,1.0854,9902,0,0
5,1451923200,1.08541,1.08622,1.07803,1.08172,11465,0,0
6,1451937600,1.08173,1.08364,1.08119,1.08301,5280,0,0
7,1451952000,1.08295,1.0838,1.08172,1.08236,4245,0,0
8,1451966400,1.08238,1.08337,1.08141,1.08305,3582,0,0
9,1451980800,1.08306,1.08359,1.07718,1.07731,7899,0,0
10,1451995200,1.07731,1.07839,1.07384,1.07413,8603,0,0
11,1452009600,1.07411,1.07566,1.07099,1.07447,8572,0,0
12,1452024000,1.07446,1.07547,1.07325,1.07475,4545,0,0
13,1452038400,1.07444,1.07722,1.07381,1.07605,5157,0,0
14,1452052800,1.07606,1.07699,1.07405,1.07442,4826,0,0
15,1452067200,1.07443,1.07542,1.07182,1.07336,7902,0,0
16,1452081600,1.07335,1.07591,1.07132,1.07386,8923,0,0
17,1452096000,1.07387,1.07664,1.07322,1.07539,9344,0,0
18,1452110400,1.0754,1.07989,1.07468,1.078,9169,0,0
19,1452124800,1.07801,1.08094,1.07729,1.08016,5672,0,0
20,1452139200,1.08017,1.08288,1.07984,1.0826500000000001,4957,0,0
21,1452153600,1.08264,1.08687,1.07703,1.0845,11718,0,0
22,1452168000,1.0845,1.08738,1.08341,1.08579,10019,0,0
23,1452182400,1.08579,1.0874,1.08254,1.08615,11281,0,0
24,1452196800,1.08617,1.09394,1.08611,1.09311,9189,0,0
25,1452211200,1.09316,1.09329,1.08709,1.08829,7905,0,0
26,1452225600,1.08842,1.08899,1.08714,1.08774,5056,0,0
27,1452240000,1.08773,1.0899,1.0854,1.08723,9383,0,0
28,1452254400,1.08724,1.08765,1.08024,1.08413,11507,0,0
29,1452268800,1.08403,1.09162,1.08331,1.08874,18179,0,0
30,1452283200,1.08874,1.09294,1.08853,1.09249,6883,0,0
31,1452470400,1.09173,1.09685,1.0917,1.09369,8597,0,0
32,1452484800,1.0937000000000001,1.0937000000000001,1.09074,1.09174,3571,0,0
33,1452499200,1.09174,1.09331,1.08716,1.08849,8266,0,0
34,1452513600,1.0884800000000001,1.09094,1.08789,1.08805,7645,0,0
35,1452528000,1.08804,1.08992,1.08472,1.08803,12847,0,0
36,1452542400,1.08804,1.08979,1.08493,1.08581,6753,0,0
37,1452556800,1.08581,1.0865,1.08402,1.08538,4840,0,0
38,1452571200,1.08541,1.08839,1.08536,1.08751,4017,0,0
39,1452585600,1.08749,1.08995,1.08537,1.0856,7936,0,0
40,1452600000,1.08559,1.086,1.08323,1.08509,7598,0,0
41,1452614400,1.08508,1.086,1.08189,1.08386,11068,0,0
42,1452628800,1.08385,1.08768,1.08297,1.0857,7235,0,0
43,1452643200,1.08571,1.08606,1.08194,1.08235,4561,0,0
44,1452657600,1.08236,1.08342,1.08104,1.08287,3769,0,0
45,1452672000,1.08287,1.08372,1.08045,1.08184,8076,0,0
46,1452686400,1.08184,1.08308,1.08041,1.08301,6247,0,0
47,1452700800,1.083,1.08814,1.08233,1.08495,11247,0,0
48,1452715200,1.08496,1.08869,1.08438,1.08759,9052,0,0
49,1452729600,1.0876,1.08949,1.08744,1.088,5601,0,0
50,1452744000,1.088,1.08962,1.0875,1.08781,4272,0,0
51,1452758400,1.08781,1.0936,1.08533,1.0901399999999999,9940,0,0
52,1452772800,1.09013,1.09423,1.08816,1.08943,13347,0,0
