,time,open,high,low,close,tick_volume,spread,real_volume
0,1420070400,309.2,310.46,307.97,308.31,4091,0,0
1,1420156800,308.3,310.83,305.97,308.84,9181,0,0
2,1420416000,258.41,274.0,258.15,271.25,18861,0,0
3,1421020800,261.16,266.42,257.55,261.22,17681,0,0
4,1421107200,261.11,261.76,210.06,221.01,63301,0,0
5,1421193600,221.34,224.81,146.47,165.71,101051,0,0
6,1421280000,165.7,227.82,162.52,204.48,91821,0,0
7,1421366400,204.47,217.08,192.05,202.14,47731,0,0
8,1421625600,205.43,214.92,201.94,210.18,21211,0,0
9,1421712000,210.17,210.83,198.58,205.32,19651,0,0
10,1421798400,205.3,222.9,199.01,221.38,31701,0,0
11,1421884800,221.39,233.0,220.11,227.67,19501,0,0
12,1421971200,227.68,234.0,219.67,229.94,26401,0,0
13,1422230400,248.94,303.28,248.71,268.38,89701,0,0
14,1422316800,268.44,272.53,237.11,257.68,60081,0,0
15,1422403200,257.67,260.27,219.95,229.95,52921,0,0
16,1422489600,229.96,235.93,214.01,229.43,43311,0,0
17,1422576000,229.44,238.83,221.52,224.67,29851,0,0
18,1422835200,221.15,235.89,215.81,231.81,29501,0,0
19,1422921600,231.82,238.28,217.89,221.74,30701,0,0
20,1423008000,221.75,224.98,214.98,220.93,19181,0,0
21,1423094400,220.95,222.99,206.3,210.64,23071,0,0
22,1423180800,210.63,219.53,204.63,217.57,22861,0,0
23,1423440000,217.87,219.01,210.0,214.59,14741,0,0
24,1423526400,214.62,216.0,209.06,214.59,13851,0,0
25,1423612800,214.74,217.43,212.0,213.84,9961,0,0
26,1423699200,213.85,217.06,212.14,217.01,6681,0,0
27,1423785600,217.1,236.01,215.38,229.17,29191,0,0
28,1424044800,229.33,235.21,223.4,228.36,22651,0,0
29,1424131200,228.35,242.24,226.11,238.79,21821,0,0
30,1424217600,238.93,240.03,226.22,231.12,19811,0,0
31,1424304000,231.13,239.01,229.6,234.66,15291,0,0
32,1424390400,234.64,242.93,233.79,239.64,13281,0,0
33,1424649600,230.2,235.0,226.32,233.32,14241,0,0
34,1424736000,233.33,234.96,230.12,233.77,9241,0,0
35,1424822400,233.76,234.6,230.03,231.88,7261,0,0
36,1424908800,231.9,232.46,228.09,230.74,7581,0,0
37,1424995200,230.78,250.06,230.22,249.14,21321,0,0
38,1425254400,251.49,271.09,249.69,269.51,24781,0,0
39,1425340800,269.5,278.95,259.92,275.08,32481,0,0
40,1425427200,275.09,277.87,258.95,264.74,27491,0,0
41,1425513600,264.73,274.43,256.21,266.99,34181,0,0
42,1425600000,266.98,270.08,263.09,266.77,13771,0,0
43,1425859200,268.99,283.0,268.17,281.01,17641,0,0
44,1425945600,280.96,290.6,277.98,283.78,22421,0,0
45,1426032000,283.88,290.78,279.84,290.06,15701,0,0
46,1426118400,290.07,291.92,283.68,289.32,15731,0,0
47,1426204800,289.33,289.56,277.0,282.63,18421,0,0
48,1426464000,280.57,288.25,279.81,283.2,14251,0,0
49,1426550400,283.19,286.78,275.93,276.8,15311,0,0
50,1426636800,276.75,278.0,243.06,250.74,43871,0,0
51,1426723200,250.71,259.94,243.03,255.71,28821,0,0
52,1426809600,255.75,259.33,252.08,256.05,14201,0,0
53,1427068800,262.03,263.88,253.53,259.95,18621,0,0
54,1427155200,259.96,260.52,236.3,239.14,27621,0,0
55,1427241600,239.18,243.9,230.44,240.82,25281,0,0
56,1427328000,240.83,247.66,239.06,243.17,14861,0,0
57,1427414400,243.18,244.36,239.21,242.99,10111,0,0
58,1427673600,236.1,242.81,230.53,241.95,18711,0,0
59,1427760000,241.97,242.59,232.59,238.06,16091,0,0
60,1427846400,238.05,240.82,233.55,240.69,11901,0,0
61,1427932800,240.45,250.95,238.63,247.25,17841,0,0
62,1428019200,247.36,250.62,245.24,248.85,9271,0,0
63,1428278400,254.71,256.39,248.02,249.37,11401,0,0
64,1428364800,249.38,250.57,246.14,247.78,7261,0,0
65,1428451200,247.77,248.8,237.22,238.71,14101,0,0
66,1428537600,238.72,240.3,232.54,237.54,14341,0,0
67,1428624000,237.53,237.9,225.28,228.69,16401,0,0
68,1428883200,230.25,230.87,213.77,216.87,20821,0,0
69,1428969600,216.86,218.22,206.04,209.79,17291,0,0
70,1429056000,209.75,216.62,208.99,216.62,8391,0,0
71,1429142400,216.63,223.66,216.51,221.45,9481,0,0
