polarity,tweet
,Whoa!!!!! 😱 @IskoMoreno Asenso Manileno Proclamation Rallly with Team Isko-Doc Willie ☝🏻#IskoMoreno #Yorme #KayIskoPosible #SwitchToIsko #DocWillie #KayIskoDocWilliePosible 💙  https://t.co/2YasaMRLWc
,Garbage in Garbage out  #RealTalk #SwitchToIsko #IskoMoreno #BilisKilos #KayIskoPosible
,Gingoog City motorcade☝️— Yorme Isko Moreno Domagoso #SwitchToIsko  https://t.co/hxfdoxmBMv
,pabili po chae kuko #2joints
,I admire people who continue to work hard at improving them selves and achieving success. Then give back to the community and country. #SwitchToIsko
,Liberal Party and Marcoses are already tested and proven to do nothing but fuck up our country. Yet you want another One of them to fuck up our country?Let’s rethink our choice and #SwitchToIsko instead. He’s already proved himself to be fast and efficient. #PiliPinasDebates2022
,"These priests should be very careful in using the pulpit to endorse candidates, remember that the organization is led by a foreign country. #LeniRobredoForPresident #UNiTeamBBMSARA #isko"
,Magbayad na agad para patunayan that they can follow the law. #SwitchToIsko
,Some of the place I want to revisit. #SwitchToIsko  https://t.co/bCMxs9HFYz
,"Wahh! Same for my lolo, were from la union and he is a loyal BBM since then. But after hearing what isko vision for the Philippines, he switch! So happy. #SwitchToIsko"
,Moreno ang kulay ng Pilipino.  Hindi pula or pink! #SwitchToIsko  #KayIskoDocWilliePosible  #BilisKilos  #TunayNaSolusyonMabilisUmaksyon  #IskoMorenoDomagosoForPresident  https://t.co/2dgjXLPIFU
,"Matatalinong millennials, may naligaw na ob-ob hahaha kulet 💙🙏🏽☝🏽  #SwitchToIsko  https://t.co/ERj1NVeOik"
,"@besil224 @IskoMoreno Tulungan po natin sya, lets convince our friends mag #SwitchToIsko  na! 💙☝🏽"
,Sya daw ang financer sa pamilya... so nasa kanya ang pondo ng kampanya na 50M.... hahahaha brief lang ang dala ni YORME... hahahhaa #BoyAbundaInterview #IskoMoreno  https://t.co/whu9uhZ5dj
,"@randomwalker23 @IskoMoreno Don't panic it's organic, authentic, honest public servant with organic supporters everywhere Yorme goes together with his team candidates #KayIskoDocWilliePosible #TunayNaSolusyonMabilisUmaksyon..PILIPINAS GOD FIRST"
,@RenanteARogador Boom! Yan na coming from jullie daza! Sulong laban wag uurong! #SwitchToIsko
,normalize maki feeling close sa mga moots kase #2joints
,@jmschumey Huh?  #SwitchToIsko
,"More pa😂 Bka may maawa😅 ISA LANG ANG NAIS KO, YONG NINANAIS NG LAHAT,, 😜😜 #IskoTrapo  #BBMForPresident"
,A true leader has the capacity to transform his vision into reality as proven in Manila and be recognized for it. #SwitchToIsko  https://t.co/F5uX6FNUGr
,#Yorme
,Yup. Isaksak nyo sa baga nyo mga mahihinang nilalang! 😂 #BBMForPresident  #BBMSARA2022  #LENIDUWAG  #LeniTangaSaLahat  #IskoTrapo
,Ang buong bansa ay para kay Isko! #SwitchToIsko #SwitchedToIsko
,#SwitchToIsko  https://t.co/t52cGArUYj
,Isko Doc Willie Yorme Pls Retweet #Switchtoisko #ProtectIskong CLEAR AS DAY..
,Yan ba Ang Hindi Kilala?. Understimated niyo Kasi SI #IskoMoreno #YormeIsko #Halala 2022 #KayIskoDocWilliePosible  https://t.co/Ixsm54K23w
,Lupet ni Mocha Uson! #SwitchToIsko  #Halalan2022  #KayIskoPosible  https://t.co/sJMe04x5lh
,"#2022Elections Lackluster Lineup 😂  #Leni - Puppet #Isko - A ""Fake it till you make it guy"" #Ping - Wolf in sheep's clothing #BBM - Questionable  #Pacquiao - Lack of knowledge"
,#IskoMoreno #DontPanicItsOrganic  2 gang #2joints 😎😎😎
,"@korosensei4eva @ProfHeist @ABSCBNNews FYI din po, Si Isko nag bayad sya ng Tax para Jan sa excess donation na natanggap nya. #SwitchToIsko"
,@Moonbeam_2020 At itong dalawa talaga ang magkumpareng masaya sa tagayan!  #IskoMoreno  #SwitchToIsko  @IskoMoreno  https://t.co/dLAQBc90sy
,Bakit si Isko Moreno?  Maka-tao Maka-Diyos Maka-bayan  #SwitchToIsko #IskoAko #BilisKilos #KayIskoPosible  https://t.co/h95d2iegUD
,Saan kaya mga mata at tenga nga mga pinoy.. Ano rason bomoto sa mga kandidatong walang napatunayan.. #SwitchToIsko
,@IvanAtHome @MSconGENXYZ88 And all they are saying that Mayor Isko is A Pretentious Poor LOL! #SwitchToIsko
,"Very well said, kuya. 💙☝️ #SwitchToIsko  https://t.co/ArwIKu7YiP"
,"Ang sabi nga ni Yorme sa gumagawa ng issue sa Divisoria, GoodLuck! 🤭  #SwitchToIsko"
,Laban lang! Kakampi natin Ang Panginoon!   #iskomorenoforPresident  https://t.co/508pQYLG4C
,"Si ISKO lang ang nag pahayag niyan 👊🏻 I haven’t heard this from any candidates.   Other’s secret, 203B tax liabilities were also bravely put into open.   My President is indeed Not a Weak Leader   #SwitchToIsko #IskoMoreno"
,i miss you po #2joints
,#Biliskilos mapupurga ang mga kurakot sa bansa! Agad agarang proyektong pangkabuhayan! #SwitchToIsko
,#LENIDUWAG  #PingDuwag  #IskoDuwag  #MannyDuwag
,@IskoMoreno Tuloy tuloy lang yorme isko moreno! Malapit na endgame! Nakakaramdam na ang mga kalaban #SwitchToIsko #KayIskoDocWilliePosible #TunayNaSolusyonMabilisUmaksyon
,Out of the mouths of babes! #GodFirst☝💙  #KayIskoPosible #SwitchToIsko  https://t.co/Fij0zckyqp
,No wonder why tanso's hate the kakampwets vis-a vis. They have something in common. Chos.. If u want change. #SwitchToIsko
,"Pag hindi nag madali si Isko, patuloy na masisira ang estado ng Pilipinas! #KayaIskoNaTayo #SwitchToIsko"
,Why Isko? What are his achievements?....  Here you go. #IskoMoreno #isko #iskolead #Politics #mayor #manila  https://t.co/BLBKCl5UzA
,"Ang mabuting Balita sa senado. Hatid nya ang pagpapalakas ng pangkabuhayan, edukasyon at pangkalusugan. Kasama natin sa Team #BilisKilos - si @drcarlbalita!  #JohnTayoSaSenado #KampeonNgMagsasaka #TuloyAngPagbabago #BilisKilos #PilipinasGodFirst  https://t.co/5M8dwBc53N"
,Grabe naman ang pawelcome ng Taal kay Yorme. Relax ka lang.  #SwitchToIsko
,Yung mga kandidatong puro ngawngaw pag wala si BBM sa debate pero nag aatrasan sa debate na walang advance questions! #LeniDuwag #Iskoduwag BACK TO YOU!
,"@isdanisibal Sa hula ni tatay geno, magstart lumakas si Isko March 21. Coincidence? I think not! #SwitchToIsko"
,United in cowardice. 🤦🏻‍♀️  Kanino ba sila mas takot? Kay BBM o kay Prof. Carlos? 🤭😅  #MannyDuwag  #PingDuwag  #LENIDUWAG  #IskoDuwag
,"obvious nman at napatunayan na, user sya at bangkero haha ang galing mamangka ni yorme #IskoTrapo"
,"Bago matulog, alalahanin natin na ang bawat laban ay puno ng pagsubok 🙏🏻 Tuloy ang laban ni Isko Moreno Domagoso para sa mga tao!  May awa ang Diyos ☝🏻 #SwitchToIsko #KayIskoPosible #TunayNaSolusyonMabilisUmaksyon  https://t.co/aeIThNtJ5q"
,#IskoMoreno  For President
,@143SunnyDelight @rapplerdotcom #WithdrawIsko
,#LENIDUWAG #PingDuwag #MannyDuwag #IskoDuwag  https://t.co/MbYZS6Y7Yd
,"Isko will provide equal opportunities to all individuals, assuring Muslims nationwide of an ideal, prudent, and efficient government should he win #SwitchToIsko  https://t.co/usLMX8DKMy"
,"Hala, pati refrigerator namin nag #SwitchToIsko na. May awa ang diyos @IskoMoreno  https://t.co/HeFBPIHrs2"
,"@IskoMoreno #KayIskoDocWilliePosible #TunayNaSolusyonMabilisUmaksyon   YORME and his team are the candidates wherein they have the pure intentions to serve and govern WHOLEHEARTEDLY, TIRELESSLY, selflessly, innovatively, effectively, efficiently with tran"
,To oppose corruption in government is the highest obligation of patriotism.  ~E. Griffin  #SwitchToIsko #IskoMoreno  https://t.co/2ZZ3gvwMp4
,We are the champions my friend. And we keep on fighting til the end. 🙏☝️💙 Asenso Manileño grand proclamation rally. #SwitchToIsko #3IskoMorenoDomagoso @IskoMoreno  https://t.co/2EyFwdfjMT
,"Ang pagtulong ni Yorme sa kaklase nyang lumpo. Bata plang, napakabuti na ng puso nya. #SwitchToIsko  https://t.co/Q26hp78e9o"
,"@DigicastNegros Si Isko Moreno po Ang may plataporma na muling ibalik Ang Negros Island Region, Hindi si Leni. ☝️🇵🇭💙  #SwitchToIsko"
,sila hakot nang hakot kaya nasasanay pag upo sa gobyerno hahakot ng kupit  #IbaNaman #SwitchToIsko #Magbagonatayo Pilipino  https://t.co/hjX71hTVgd
,"Manila Mayor and presidential bet Isko Moreno scores a win at the Comelec debates when his demand that the Marcoses pay their P203B estate tax debt was backed by rivals VP Leni, Senator Lacson, and labor leader Ka Leody. #PiliPinasDebates2022 #PHVote #WeDecide #PHVoteDomagoso  https://t.co/fMqaFIN5Ua"
,@VandolphDu @_just_sayin___ @IskoMoreno And the OVP has no direct constituents and no job but to spend the budget. Also to oppose the sitting president every step of the way. Too much politicking in the last 6 years.   Truth hurts. #KayIskoPosible #IskoAk
,I love you my President #IskoMoreno team #Biliskilos. Kaya nga Kung sino senator na maninindigan SA adhikain mo ay Siya lamang iboboto ko.nothing follows. Unless they #SwitchToIsko #KayIskoPosible
,Planado na yan ni #IskoMoreno  Ang tanging may malasakit sa bansa! Hinding hindi tayo papabayaan! #SwitchtoIsko
,Ang tindi mo #2joints hahaha! Pinanindigan di ibabalik haha
,"totoo naman, even in the distribution of the subsidy much higher ang NCR schools compare to us here in the province #KayIskoPosible #SwitchToIsko #PHVoteDomagoso"
,"Tapos sasabihin mo iniwan ka ng mga kabataan.. Nope ma'am, di ka iniwan, ikaw ang lumihis ng daan.. Nasaan na ang prinsipyo mo? Nakakadismaya ka..Di ako magugulat kung matatalo ka.. Goodluck..😬#NoToTrapos"
,Ano ba ang pinakain o binigay sa inyo ni BBM?Para kayong na budol budol..GISING PILIPINAS! GISING!!#SwitchToIsko #TunayNaSolusyonMabilisUmaksyon #BilisKilos #ISKOrganic #GodFirst ☝🙏💙
,@cusp_ph DDS ako pero nag #IskoAko at hindi ko kailangan ang Tallano Gold ni Apo Macoy 🤣   Noong panahon ni Apo Macoy ang palabas ng mga Marcos Loyalist at mga Tansong Revisionist na maganda ang Pilipinas 😝 Excuse me gumanda lang ang Pilipinas noong
,"Oh mga New Pink Army, bumabanat ng simple si Yorme sa Inay niyo oh. Hindi daw siya ""ma-Hadouken..."" sa mga libro. 😂🤫  Hahaha 😂😅  #hadouken #yorme #Eleksyon2022 #Halalan2022 #wednesdaythought  https://t.co/HrCqgtz65O"
,"'Ang pinaka-importante ngayon 'yung buhay nila, kagamitan nila, keysa kampanya,' says the Manila Mayor about San Nicolas residents who gathered to listen to him. #PHVote #PHVoteDomagoso #WeDecide   https://t.co/MwF7Ukd3aJ"
,@chelizaaaaa #KayIskoPosible  https://t.co/KXBQGgDXPA
,Bacoor Cavite!!! Maraming salamat po! #IskoMorenoDomagoso #IskoWillie2022 #PilipinasGodFirst  https://t.co/6OT0LT37nI
,SANA ALL!☝️💙 #SwitchToIsko #IskoIsDyOne #KayIskoPosible
,@guingonabart #NoToTrapos
,Ang galing ni #IskoTrapo  mag kunwari. Kawawa Doc Willie. Kong ako sa kanya mag drop out sya sa candidacy at iwanan nya ang walang kuwenta taong ito.  https://t.co/cAJ0TO5lIR
,YES PABAHAY isa lang sa 10 Plataporma na may Resibo na  Nagawa sa Maynila…Possible sa buong Bansa  Go ISKO #IskoMoreno  Action Man Crisis Manager  Bilis Kilos  #Halalan2022 #Eleksyon2022
,omggg yung favorite vlogger ko isko rin. hmmm lumalakas na loob ko mag shareee! :)  #SwitchtoISKO #JerichoArceoisintheTeam!  #LeniRobredo2022  #BBMSARA2022    https://t.co/TXppZpn6l8
,Wag na sa TRAPO at LUGAW lang #KayIskoPosible #TunaynaSOlusyonMabilisUmaksyon   https://t.co/1UNjHbX8cR
,Presidential candidate Isko Moreno at the Rappler HQ for an interview with @mariaressa airing soon! #PHVote #WeDecide #PHVoteDomagoso  https://t.co/loVM4d11eU
,Pink and red camps  have something in common. #SwitchToIsko
,Yes it's a must today! And #IskoMoreno is the right choice. #KayIskoPosible  #KayiskoDocwilliePosible #SwitchToIsko
,"Baby girl saying, YORME THANK YOU FOR EVERYTHING!! 🙏☝️💙💙💙 Kay Isko tayo! #KayIskoPosible #PHVote  https://t.co/IxxgYOkGLu"
,@evaditan @IskoMoreno #GodFirst ☝️ #ISKOMORENODOMAGOSO♥️ #ISKOTAYO
,Haha so true. They are after the entertainer and freebies. #SwitchToIsko
,"@JPAbecillaPH @whengalerts @AksyonParty Si Yorme Isko lamang ang nakagawa, ang unang tumulong sa pagputok ng bulkan accdg. to Sen. Ralph Recto..#SwitchToIsko"
,"Hindi mo kailangan nang abubot sa kampanya kung gusto mo makatulong, kung gusto mo marining ang iyong plataporma #SwitchToIsko #kayIskoPosible"
,"@Xon41584217 Nakapagpatayo ng Covid facilities, free tests,meds and vaccines during the Pandemic, Ayudas, food packs, allowance sa Seniors and students, etc  At hindi yan mediocre, hindi nganga ang mga constituents   #IskoMoreno #Halalan2022"
,"Kahit ba nasa Elementary, secondary at tertiary  na anak ng solo parents  day care center parin maitulong mo dayunyor! Hahaha  #SwitchtoIsko na kayo bago pa magkanda letse letse buhay ng mga nasa D&amp;E na mamamayan."
,#ChooseIsko #SwitchToIsko  #IskoDocWillie2022  #BagongPilipinas  https://t.co/Z8oyQwihkH
,Si Isko pinapauwi na ung mga tao dahil umambon ng malakas but the people chose to stay just so they can listen to Mayor Isko speak. Pag sariling kusa ang pagpunta hindi iiwanan ang pinuntahan #iskorganic #walangiwanan
,@SwitchToIsko_3 @jeonluffy @IskoMoreno Pano pa kaya naging Presidente si Yorme?! More endorsements for sure ☝🏼💙  #SwitchToIsko  #Iskorganic #KayIskoPosible
,Truly loving and inclusive 💙  #IskoMoreno @IskoMoreno #Yorme #SwitchToIsko #KayIskoPosible
,Batangas nag #SwitchToIsko  https://t.co/mB7nD0oi8W via @YouTube  @IskoMoreno @DocWillieOng with People of Batangs &amp; Hon. Sen. Ralp Recto
,Google Trends! #BBM #Leni #Isko  https://t.co/CDa4tx5Jth
,"Every endorsement, every donation drive= media mileage. 🙄 Huwag na po kayong mahiya. Inquirer endorses Robredo 🤭 Observe people. #SwitchToIsko"
,😂 #LENIDUWAG #MannyDuwag #PingDuwag #IskoDuwag  😝😛
,#NoToMarcosDuterte2022  #NoToLeniKiko2022 #SwitchToIsko   https://t.co/bTKR4JXFcG  https://t.co/tbtFZy4JXc
,#NoToMarcosDuterte2022  #NoToLeniKiko2022 #SwitchToIsko #IbaNaman   https://t.co/bTKR4JXFcG  https://t.co/Oerqh0iXGY
,Kung totoong show of force ang usapan. Manileño can give that automatically without hakot. Kaya nila mag produce ng totoong people power. I salute the manileño people who take pride by supporting yorme Isko for his presidential race. #IkawNaIsko #SwitchToIsko  @IskoMoreno
,Prof. Clarita Carlos: I HAVE A QUESTION.  Me: Ma’am can I go to the CR? I have diarrhea.  #ProfCarlos #SMNIpresidentialdebate #LENIDUWAG #PacquiaoDuwag  #LacsonDuwag #IskoDuwag  https://t.co/BzLavV5M9l
,#SwitchToIsko   https://t.co/bTKR4JXFcG
,@ItsTheChad29 @lostsephy @DottersMD @aKing_Panaghoy If gusto mong magkaroon ng government coalition with the Communist iboto mo si Leni. If gusto mo mabura ang 203B unpaid estate tax at ill-gotten wealth case laban sa mga Marcos ibotomo si BBM. Pero kung 
,"Tao muna, Life &amp; Livelihood for the Filipinos🇵🇭 #SwitchToIsko ☑️  https://t.co/3ou8zoKCwf"
,Diversity. #SwitchToIsko All voters matter.  Ang kandidato dapat ang lumalapit sa inyo dahil sila ang may kailangan sa inyo and it is not the other way around. Observe. Do not fall for bandwagons.
,Ang traydor kahit anong pilit nya magbalat kayo traydor pa rin. Sabi na eh.. Pinagloloko tyo ng hambog na to eh. Sa media mukhang mabait pero pag talikod ahas. #Iskoduwag Check out Guillermina Barrido's video! #TikTok  https://t.co/U9B3Uo9WT5  https://t.co/9TSjTa5sNc
,Kayo hilig nyo manira mag #SwitchToIsko nalng kayo kung gusto kasi ayan o hindi sila naghahakot sinisiraan nyo ei 😜  https://t.co/ICBelffl23
,"🤣🤣🤣 ito ba yung matalino? inaalam mo pa lang ang problema, nasolusyunan na ni Yorme. PLM &amp;UDM Monthly allowance to students, free tablets, monthly allowance for solo parents and pwds, etc. #SwitchToIsko #KayIskoPosible #SaanAabotAng203BMoChallenge"
,Holyfuckingshit PASIG!!!! ANG DAMING TAO!!! #LeniRobredoForPresident #LeniWanagSaDilim #BBMSARA2022 #IskoMoreno #PingLacsonTayo  https://t.co/wA60xLrXXn
,"Ambush interview, San Nicolas, Batangas☝🏽- Yorme Isko Moreno Domagoso #SwitchToIsko  https://t.co/6o7L5XgSjU"
,Yorme Isko Moreno Domagoso #SwitchToIsko  https://t.co/rBiXD1tyIE
,Watch here: Laguna Caravan!!Kasama si Isko!!  https://t.co/CAH9hQLQBo via @YouTube #SwitchToIsko
,@MamaPiaya Salamat po sa follow back. Sana dumami pa ang mag- #SwitchToIsko #IskoMoreno
,"They are doing the very opposite of their tagline #laylayannglipunan, why??? Because they are never sincere, sana makita ito ng mga #undecided voters.  #SwitchToIsko na #KayIskoPosible #IskoMoreno #KampanyaNgBayan #BilisKilos"
,Desperado na! Kaya Pala hmmm... #SwitchToIsko  https://t.co/QkivHjTFfP
,"**friends' sincerity  They miss PNoy. I do. He had good 6 years. Not perfect but not great, too. But Isko is just different. He's leader who will provide the best healthcare and education for poor people like what he did in Manila. He's one of them.   #SwitchToIsko"
,@wateredspitfire In fair... marunong syang maglaro ha. Trapong trapo talaga. He personally welcomed and even spoke onstage (see pic) pero taped message lang kay Leni’s kickoff. #NoToTrapos
,mga Ka Iskonians bagong song Yorme 2 joints. #KayIskoPosible    https://t.co/T75xHgiwfL
,Nakakainis lang talaga yung ibang kakampinks na edukado kuno pero ayaw mag asal edukado. Please lang guys respect each others' choices. #LetLeniLead2022 #BBMSARA2022 #IskoMoreno #MannyPacquiao #PingLacson
,@Kakampink__ @Diskurso03 @lawyersforleni Or all bark no bite ba? Dying to know. Dying inside. 😂 #SwitchToIsko  https://t.co/0iSuZuybkC
,Check out:  https://t.co/5xgfI9cOMf (++ actual link to the photos are also posted there. You can check the upload date of the photos to confirm 😊) #BBMSaraUNITEAM #LeniKiko2022 #SwitchToIsko
,Kailangan natin ng leader na hindi puro pacute. #SwitchToIsko 💙☝️
,"Doge Isko: Puro kayo away, san na ba pamalo ko 🐶😛💙☝️ #SwitchToIsko #DontPanicItsOrganic  https://t.co/ML2nDz1iaU"
,@janinecryptob @Politician_2022 @DCdjan Wow! Goals! Sana all. #SwitchToIsko  #IskoMoreno  @IskoMoreno
,@garedjudge Hindi bagay “switch to robredo” mouthful. Mas ok #SwitchToIsko ☝🏽💙
,@hanashhanashi @cnnphilippines #SwitchToIsko  https://t.co/a9B5SnVVzb
,@News5PH #BilisKilos #PilipinasGodFirst👆
,Mabuhay ka Yorme! @IskoMoreno  Lalaban tayo! Hindi ka namin iiwan! 💙☝ #SwitchToIsko  #KayIskoPosible
,Great start for the Visayas! #IskoMoreno @IskoMoreno #KayIskoPosible #SwitchToIsko
,"Pero di matatapos ang laban ni #Leni if ever mapabagsak nila si #BBM, because #Isko could easily get the admin's endorsement and the people's votes. This is also supported by the surveys din, if ever mawala sa equation si BBM."
,Teaser muna!!! #Isko #IskoWillie2022 ang sigaw namin!!! Manila #HoneyLacuna #YulServoNieto  https://t.co/uxuG5jLNAU
,@Softy__Sofia @GuyWithABlog @inquirerdotnet Some of the projects on Isko's Rural Development. #SwitchToIsko  https://t.co/7uJPDWnL6s
,Sulong bayan wag uurong! #SwitchToIsko  https://t.co/8etw04MQd9
," https://t.co/KlKwuS1asT #IskoMoreno @IskoMoreno conquers Negros and Albay! ""Ang gobyerno ang pupunta sa tao, hindi tao ang pupunta sa Gobyerno! #KayIskoPosible #SwitchToIsko #Yorme #DocWillie"
,Isko Moreno: ‘Food security is the thrust’ #PilipinasDebates2022 #PHVote #WeDecide #PHVoteDomagoso   https://t.co/vOuLSr1r0V  https://t.co/gYvld1pkED
,Mga nasagasaan siguro ni yorme @IskoMoreno ang nasa likod ni Lopez? Bat hindi pumuntang ombudsman si Lopez Kung totoo sinasabi niya against Isko. Bat sa SMNI at alam naman anong leaning ng mga tao dyan pati si Lopez . #SwitchToIsko  https://t.co/WsaaQMWdfw
,"@IskoMoreno Yung iba nagsusulat pa lang ng promissory note, si isko moreno nagawa na 💯  Mabilis umaksyon ☝🏽🙏🏽💙  #TunayNaSolusyonMabilisUmaksyon #SwitchToIsko"
,SLP to the moon🚀🌕💰🌑  #pumpIT  #isko
,Grabe kaung mga elitista ang kandidato kayo ang may kailangan sa tao hindi tao ang hahakutin nyo papunta sa inyo pagmamaliit sa dignidad ng mga ordinaryong Pilipino #SwitchToIsko  https://t.co/YpHFeLpXdF
,"Disente at maayos na pabahay! Ka-level ng pang mang-kaya sa buhay, hindi yung may maibigay lang! #KayIskoPosible #SwitchToIsko"
,"Before, I was following pro-Duterte administration Twitter Users because of their brilliant opinions. However, when they’ve blindly supported aspiring candidates who’ve never even done any major accomplishments, I immediately stopped doing so.   #SwitchToIsko #IskoMoreno"
