polarity,tweet
,"Sa mga mahilig sa konsyerto at artista, iboto nyo si Madumb Leni. Sa mahilig sa tanso, iboto nyo si BBM. Pero kung gusto nyo ng tunay na kasagutan sa inyong kahirapan at problema, #SwitchToIsko na kayo. Isang boto nyo, buong pamilya ang panalo! #GodFirst #TaoMunaBagoPulitika"
,#SwitchToIsko #KayIskoPosible #KayIskoDocWilliePossible #IskoMoreno  https://t.co/b3X5w1isbl #BilisKilos  #PilipinasGODFirst   💙💙💙💙☝🏻☝🏻☝🏻☝🏻
,@IskoMoreno Ganda ng shirt Lodi😍😍😍 #2joints
,@piaranada @rapplerdotcom Indeed! #SwitchToIsko ☑️
,#LeniRobredo #IskoMoreno #MannyPacquiao are you not going to attend the SMNI debate this coming March 26? I thought you want BBM to show up. He will attend the debate how about you? Don't tell me that you are part of mediocre? Are you really SMART?
,Our nation could do better without BBM or Leni   #SwitchToIsko  #iskoforpresident
,Napaka malapit talaga ni Isko sa category D and E na kagaya ko.   Sana pakinggan siya ng mga ordinaryong Pilipino para manalo ang bawat Pilipino.  POSIBLE!   PILIPINAS GOD FIRST! 💙☝️ #SwitchToIsko
,@CarrotCakeUbe28 @IskoMoreno Pnalangin mo mabawi lahat ng ninakaw sa bayan. 😊  #SwitchToIsko  https://t.co/Wo9BhQrXS7
,yun oh mag sswimming c baccla #pokpokdays #proudbatangina #2joints #batanginamelody  https://t.co/Vtd6cGVllK
,"@franciscojoy23 @troubledsoul_19 @Cj_bri @smninews Pulahan at pinklawan dapat magtigil na kayo  Tao naman sana! Bayan naman sana!  Gusto naming leader yung maka-tao, maka-bayan at maka-Diyos. Hindi puro salita, madaming nagawa. Serbisyong pantay-pantay, h"
,"@Jamhenzc @Harperblammo @inquirerdotnet I agree dito. Sa mga sorties ni Yorme palaging plataporma nya ang sinasabi sa mga sorties ng PnP (Pinks and Pulas,lol!) puro artista nagsasalita. Sabagay kasi si Yorme all in one package na so ano pa ba hahanapin ng"
,"@kimmi_billie #KayIskoPosible   Magugulat ka na lang may inauguration na ng hospital, bahay at iskwelahan samantalang yung iba nangangako pa lang.  #SwitchToIsko"
,"Grand Proclamation Rally with Sen Ralph, Team Isko and local officials of Sto. Tomas! ☝🏻 #ISKOrganic  #SwitchToIsko 🙏🏻  https://t.co/N99NFwbhfd"
,"Mag-uban ug magkita-kita ta sa Balingasag, Misamis Oriental Province ug sa Cagayan de Oro City!   Ubana ang inyong mga pamilya, barkada ug tanan nga higala para sa Team #BilisKilos kauban si Mayor Isko Moreno, Doc Willie Ong, Samira Gutoc, Jopet Sison, ug si Dr Carl E. Balita.  https://t.co/nnfsmnQCUB"
,Ang yayabang niyo sa COA ni Leni pero she associated herself with Kiko? Tapos the audacity to call Isko TRAPO? na ang VP ay si Doc Willie? And don’t even get me started sa senatorial slate ha? 🤡 #Halalan2022 #IpanaloNa10To it’s not yet too late. #SwitchToIsko  https://t.co/oTTi85tnls
,"Yes, even 3 steps ahead no matter what the situation is!!! Yorme Isko is our President!!! 💙💙💙☝💪🇵🇭🙏  #IskoMoreno2022 #KayIskoPosible #TunayNaSolusyonMabilisUmaksyon  #SwitchToIsko #BilisKilos"
,@pepideleon Galing mo yorme.. #SwitchToIsko
,"Pano ba magperform for Mayor Isko? Gusto ko siya handugan ng ng mga kanta! Sir Isko, I'm witchu fam! #GodFirst #IskoMoreno"
,"Run, run, run, #BlengBlong.  Vote for a man who doesn't run from questions. #SwitchToIsko!  💙💙💙  #SaanAabotAng203BMoChallenge  https://t.co/awoglUBe0s"
,@HEARTdino Who says so? the surveys? Whoa wait available po si Isko Moreno the next President of the Philippines.  #SwitchToIsko
,"Napakasipag lang talaga ni Yorme Isko .. 24/7 halos trabaho nang trabaho.. Kaya, tuloy-tuloy proyekto ng City of Manila.. Magugulat ka nlng, mi matatapos na naman.— Philippines, it’s about time we elect a young, brilliant, energetic, visionary, innovative President! #SwitchToIsko"
,Let's share this to our social media sites #SwitchToIskl #IskoMoreno #BilisKilos
,"BASED AND YORME-PILLED! What a MADLAD!  TWO JOINTS, BABY! 😎✌️  💙💙💙  #SwitchToIsko #KayIskoPosible #BilisKilos! #GodFirst! 🇵🇭✌  https://t.co/3ob1QAUku9"
,@reilaa_chu at least ung dinonate na campaign funds DINECLARE ung pumatay sa asawa nya di pa nya na DECLARE  #SwitchToIsko  #biliskilos
,"Marami rami narin po kaming nag #SwitchToIsko na, sa gwapo kong eto, alam kong hindi ako robot haha  #PiliPinasDebates2022 #IskoMoreno  https://t.co/XZHM6RdRow"
,"Maraming maraming maraming salamat po LIPA!!! Pag nagsalita ang tunay na tahimik… ito ay malakas, maingay, sumisigaw. Salamat sa tunay na pagbabago sa Maynila. Hindi perpekto pero tunay na Gobyerno!  #IkawAyNaIsko #IskoMorenoDomagoso #IskoWillie2022 #PilipinasGodFirst  https://t.co/d0U7nnWqDu"
,@PhilstarNews Maybe Prof. Contreras can elaborate the unappealable SC decision in 1997 if they made a mistake.   #SwitchToIsko
,"City of Manila, probably the hardest city in the country to govern but the most historical with a unique character. It now became more livable and beautiful thanks to Mayor @IskoMoreno. Tell your friends to visit the new Manila. #BilisKilos #KayIskoPosibe  https://t.co/5RJ4SiqAlI"
,Bakit yung mga motorcade ni Yorme at reaction ng mga tao parang nakakaiyak tingnan! Feel na feel talaga nila eh. #SwitchToIsko
,🫶D🫶A🫶D🫶D🫶Y🫶K🫶Y🫶L🫶E🫶 #daddy #kyle #uwu #2joints #daddykyle #putok
,#ISKOrganic #SwitchToIsko ☝🙏💙
,#SwitchToIsko  https://t.co/xeeDpY8bxr
,"Q3: Sa tingin mo, sa puntong ito, ang Pilipinas ba ay handa na sa isa na namang COVID-19 surge? Kung hindi, paano mo palalakasin ang pagtugon kung nakaupo ka na sa puwesto? #MStandardBeWiser #MStandardPHElection2022 #PiliPinasDebates2022 #VoteSAFEPilipinas #KayIskoPosible  https://t.co/hIYtAk2TZP"
,My vote is for the Philippines 💙  #SwitchToIsko #KayIskoPosible #TaoMuna #Halalan2022
,Hahahahaha #SwitchToIsko
,#SwitchToIsko #IskoMoreno #Halalan2022
,"@rocktheboat008 Yan ang style noon pa kaya tayo basta kapit lang! We are the silent majority, sulong laban wag uurong #SwitchToIsko"
,@PhilstarNews He is preaching to himself. Lols. MAKI-ISA at UNAWAIN nyo na lang daw si BBM pagdating sa KORAPSYON. Paktay na tayo sa anim na taon. Umpisa na ito ng lalo pang paglubog ng Pinas. #SwitchToIsko na habang may panahon pa!
