,time,open,high,low,close,volume,spread,real_volume,SMA40,RMA2,RMA6,TSI,TSISignal,PSARUP,PSARDOWN,CORALUP,CORALDOWN,buy,buy_price,sell_price
21,2012-01-31,1.3140399999999999,1.32126,1.30427,1.3087900000000001,51355,0,0,,1.3115812949180603,1.279949286896807,,,1.2752059811964613,,,1.4499298033867944,0.0,,1.30881
22,2012-02-01,1.30881,1.32168,1.30257,1.31698,56121,0,0,,1.31428064745903,1.286121072414006,,,1.2768892718545852,,,1.4445368211880867,0.0,,1.31697
23,2012-02-02,1.31697,1.31959,1.30854,1.31446,54518,0,0,,1.314370323729515,1.2908442270116716,,,1.2785136473396748,,,1.4375635529036863,0.0,,1.31445
24,2012-02-03,1.31445,1.31989,1.30657,1.31561,53457,0,0,,1.3149901618647575,1.2949718558430598,,,1.280081169682786,,,1.4294606330280102,0.0,,1.31211
25,2012-02-06,1.31211,1.31409,1.30278,1.3123,51642,0,0,,1.3136450809323788,1.2978598798692167,,,1.2815938287438886,,,1.4209182744083737,0.0,,1.31229
26,2012-02-07,1.31229,1.3269199999999999,1.30891,1.32613,56540,0,0,,1.3198875404661894,1.3025715665576807,,,1.2830535447378526,,,1.4123451446794535,0.0,,1.32612
27,2012-02-08,1.32612,1.32878,1.32207,1.32508,51068,0,0,,1.3224837702330947,1.3063229721314007,,,1.2845888706720276,,,1.4040661655998647,0.0,,1.32507
28,2012-02-09,1.32507,1.33199,1.32148,1.32847,60039,0,0,,1.3254768851165473,1.3100141434428338,,,1.2861355601985067,,,1.396071514551994,0.0,,1.32846
29,2012-02-10,1.32846,1.32901,1.31551,1.3195700000000001,48014,0,0,,1.3225234425582737,1.3116067862023615,,,1.287740465591559,,,1.3883431861655398,0.0,,1.3237999999999999
30,2012-02-13,1.3237999999999999,1.32833,1.31685,1.31731,46398,0,0,,1.319916721279137,1.3125573218353013,,,1.2892891992958544,,,1.3808186986282251,0.0,,1.3173
31,2012-02-14,1.3173,1.32154,1.308,1.31278,52579,0,0,,1.3163483606395685,1.3125944348627512,,,1.2907837273204994,,,1.373380299519158,0.0,,1.31277
32,2012-02-15,1.31277,1.31902,1.30442,1.30592,57090,0,0,,1.3111341803197842,1.3114820290522926,,,1.2922259468642818,,,1.3661966093169875,0.0,,1.30592
33,2012-02-16,1.30592,1.31572,1.29745,1.31303,56134,0,0,,1.3120820901598922,1.3117400242102437,,,1.293617688724032,,,1.3594190642832613,0.0,,1.31303
34,2012-02-17,1.31303,1.31964,1.31148,1.31418,44554,0,0,,1.313131045079946,1.3121466868418699,,,1.294960719618691,,,1.3533327518591882,0.0,,1.32026
35,2012-02-20,1.32026,1.32762,1.31821,1.32332,39575,0,0,,1.318225522539973,1.3140089057015583,,,1.2962567444320368,,,1.348042598244514,0.0,,1.3233
36,2012-02-21,1.3233,1.32922,1.3186499999999999,1.3232,58556,0,0,,1.3207127612699865,1.3155407547512985,,,1.2975074083769154,,,1.3435820196951038,0.0,,1.32318
37,2012-02-22,1.32318,1.32652,1.3211,1.32476,49949,0,0,,1.3227363806349932,1.3170772956260821,26.0,,1.2987142990837233,,,1.3401652071352457,0.0,,1.32476
38,2012-02-23,1.32476,1.33776,1.32309,1.33738,46967,0,0,,1.3300581903174966,1.320461079688402,28.0,,1.299878948615793,,,1.3379334822632671,0.0,,1.3373599999999999
39,2012-02-24,1.3373599999999999,1.34856,1.33569,1.34478,42113,0,0,1.304379,1.3374190951587484,1.3245142330736683,31.0,,1.3012047854142401,,,1.3366920019384194,0.0,,1.34595
40,2012-02-27,1.34595,1.34707,1.33662,1.33939,46813,0,0,1.30552925,1.3384045475793742,1.3269935275613904,33.0,,1.3028622179247418,,,1.3363522187678702,0.0,,1.33938
41,2012-02-28,1.33938,1.34703,1.33896,1.34583,45200,0,0,1.30654775,1.3421172737896871,1.330132939634492,35.0,,1.3044616402973759,,1.3364597617459584,,0.0,,1.34584
42,2012-02-29,1.34584,1.34851,1.33145,1.33232,55493,0,0,1.3075155,1.3372186368948435,1.33049744969541,35.0,,1.3060050828869678,,1.336704737925035,,0.0,,1.33233
43,2012-03-01,1.33233,1.33548,1.3280699999999999,1.33088,78409,0,0,1.3088115,1.3340493184474218,1.3305612080795086,33.0,,1.307494504985924,,,1.3366867121492776,0.0,,1.3316
44,2012-03-02,1.3316,1.3332,1.31876,1.31979,43104,0,0,1.31000925,1.326919659223711,1.3287660067329239,29.0,,1.3089317973114165,,,1.3362946837049794,0.0,,1.3195299999999999
45,2012-03-05,1.3195299999999999,1.32394,1.316,1.32158,44115,0,0,1.31112725,1.3242498296118554,1.3275683389441033,25.0,,1.3103187844055169,,,1.335322847195024,0.0,,1.32157
46,2012-03-06,1.32157,1.32252,1.3103,1.31134,44380,0,0,1.31198375,1.3177949148059276,1.3248636157867528,20.0,,,1.34856,,1.3338516074081674,0.0,,1.31135
47,2012-03-07,1.31135,1.31636,1.30961,1.31503,41919,0,0,1.31309075,1.3164124574029636,1.3232246798222942,15.0,,,1.3462644,,1.3322717492271217,0.0,,1.31503
48,2012-03-08,1.31503,1.32904,1.31349,1.3276,47782,0,0,1.3142467500000001,1.3220062287014818,1.323953899851912,13.0,,,1.344981496,,1.3304812998160012,0.0,,1.32759
49,2012-03-09,1.32759,1.32766,1.30966,1.3122099999999999,45536,0,0,1.3153635000000001,1.3171081143507408,1.3219965832099267,11.0,,,1.34374349364,,1.32856109227437,0.0,,1.3115999999999999
50,2012-03-12,1.3115999999999999,1.31581,1.30786,1.31547,40390,0,0,1.31662525,1.3162890571753705,1.3209088193416056,7.0,,,1.3425488213626,,1.3264470339876908,0.0,,1.31547
51,2012-03-13,1.31547,1.31905,1.3051599999999999,1.30816,47800,0,0,1.317479,1.3122245285876852,1.3187840161180047,5.0,,,1.341334712614909,,1.324067432869101,0.0,,1.30816
52,2012-03-14,1.30816,1.30901,1.30106,1.3029899999999999,44309,0,0,1.31792125,1.3076072642938426,1.3161516800983373,1.0,,,1.3400685976733873,,1.3215559686761829,0.0,,1.303
53,2012-03-15,1.303,1.3118400000000001,1.30032,1.30715,45696,0,0,1.3181835000000002,1.3073786321469214,1.3146514000819478,-2.0,,,1.3387032967548187,,1.3192472981529244,0.0,,1.30715
54,2012-03-16,1.30715,1.3186200000000001,1.30484,1.31735,40256,0,0,1.31879275,1.3123643160734608,1.3151011667349566,-3.0,,,1.3373598813684,,1.317430083278711,0.0,,1.3179699999999999
55,2012-03-19,1.3179699999999999,1.32642,1.31415,1.32345,36022,0,0,1.3193465,1.3179071580367303,1.3164926389457972,-2.0,13.0,,1.336063485520506,,1.3161844783749093,0.0,,1.32345
56,2012-03-20,1.32345,1.32512,1.3172,1.3229,39591,0,0,1.31984325,1.320403579018365,1.317560532454831,-0.0,12.0,,1.3348124635272882,,1.3154517628069744,0.0,,1.3228900000000001
57,2012-03-21,1.3228900000000001,1.3284,1.3178,1.32121,43289,0,0,1.32012675,1.3208067895091826,1.3181687770456925,1.0,10.0,,1.333605227303833,,1.3151162970484007,0.0,,1.3212
58,2012-03-22,1.3212,1.3254000000000001,1.3134299999999999,1.3197999999999999,45709,0,0,1.3203605,1.3203033947545912,1.318440647538077,2.0,10.0,,1.3324402443481989,1.3152228602971823,,0.0,,1.31981
59,2012-03-23,1.31981,1.32916,1.31906,1.3269,43254,0,0,1.32048575,1.3236016973772955,1.3198505396150642,9.0,9.0,,1.3313160357960119,1.3159075739621278,,1.0,1.3269,1.3268
60,2012-03-26,1.3268,1.33667,1.3191899999999999,1.33561,43864,0,0,1.32102525,1.3296058486886477,1.3224771163458868,9.0,9.0,1.30032,,1.31705887224122,,1.0,1.33561,1.3356
61,2012-03-27,1.3356,1.3384800000000001,1.3312599999999999,1.33181,38743,0,0,1.32160075,1.3307079243443238,1.3240325969549058,9.0,9.0,1.302501,,1.3185327168318022,,1.0,1.33181,1.3317999999999999
62,2012-03-28,1.3317999999999999,1.3372,1.3277,1.3314599999999999,45577,0,0,1.32196275,1.331083962172162,1.3252704974624216,9.0,9.0,1.303760265,,1.3201598408963324,,1.0,1.3314599999999999,1.33147
63,2012-03-29,1.33147,1.33449,1.32518,1.32987,46485,0,0,1.322348,1.330476981086081,1.3260370812186848,9.0,9.0,1.304975455725,,1.321901171064371,,1.0,1.32987,1.32988
64,2012-03-30,1.32988,1.33755,1.32975,1.33408,44268,0,0,1.32280975,1.3322784905430405,1.3273775676822375,9.0,9.0,1.306148114774625,,1.323642678571102,,1.0,1.33408,1.33562
65,2012-04-02,1.33562,1.33801,1.32781,1.33167,42251,0,0,1.323294,1.3319742452715202,1.3280929730685314,10.0,10.0,1.307279730757513,,1.3251329805778376,,1.0,1.33167,1.33166
66,2012-04-03,1.33166,1.3367,1.32128,1.32347,48260,0,0,1.3232275,1.32772212263576,1.3273224775571095,10.0,10.0,1.308371740181,,1.3260717566426905,,1.0,1.32347,1.32346
67,2012-04-04,1.32346,1.32372,1.3106900000000001,1.31393,48559,0,0,1.32294875,1.32082606131788,1.325090397964258,10.0,10.0,1.309425529274665,,1.3262303633335089,,0.0,1.32347,1.31396
68,2012-04-05,1.31396,1.31636,1.30346,1.3063500000000001,40906,0,0,1.3223957499999999,1.31358803065894,1.3219669983035485,9.0,9.0,,1.3384800000000001,,1.3256731691740207,0.0,1.32347,1.30634
69,2012-04-06,1.30634,1.31115,1.30506,1.30911,29112,0,0,1.32213425,1.31134901532947,1.3198241652529572,0.0,8.0,,1.3363788,,1.3245792514545647,0.0,1.32347,1.30961
70,2012-04-09,1.30961,1.3133,1.3033000000000001,1.31088,31848,0,0,1.3219735,1.311114507664735,1.318333471044131,-3.0,7.0,,1.334403672,,1.323069661454677,0.0,1.32347,1.31086
71,2012-04-10,1.31086,1.31436,1.30538,1.30815,48444,0,0,1.32185775,1.3096322538323675,1.3166362258701092,-6.0,6.0,,1.33331504348,,1.3213436768738953,0.0,1.32347,1.30815
72,2012-04-11,1.30815,1.31564,1.30659,1.3109600000000001,47085,0,0,1.32198375,1.310296126916184,1.315690188225091,-7.0,5.0,,1.3322645169582001,,1.3197115749499648,0.0,1.32347,1.31095
73,2012-04-12,1.31095,1.32122,1.31018,1.31864,46661,0,0,1.322124,1.3144680634580919,1.3161818235209093,-7.0,4.0,,1.3312507588646632,,1.3181007932899034,0.0,1.32347,1.31863
74,2012-04-13,1.31863,1.32001,1.30691,1.3076400000000001,43752,0,0,1.3219604999999999,1.311054031729046,1.3147581862674245,-7.0,2.0,,1.3302724823043999,,1.316617791805327,0.0,1.32347,1.3069
75,2012-04-16,1.3069,1.31466,1.29945,1.3131300000000001,51046,0,0,1.32170575,1.312092015864523,1.3144868218895205,-9.0,1.0,,1.329328445423746,,1.3153101448510789,0.0,1.32347,1.31314
76,2012-04-17,1.31314,1.31717,1.30899,1.31271,45083,0,0,1.3214435,1.3124010079322614,1.314190684907934,-9.0,0.0,,1.3282826998339148,,1.3141792533593968,0.0,1.32347,1.31271
77,2012-04-18,1.31271,1.31402,1.3057699999999999,1.31181,45552,0,0,1.3211197499999998,1.3121055039661307,1.313793904089945,-10.0,-1.0,,1.3272735553397277,,1.3132547857619938,0.0,1.32347,1.31182
78,2012-04-19,1.31182,1.3164799999999999,1.30697,1.3134299999999999,48767,0,0,1.320521,1.3127677519830652,1.3137332534082873,-10.0,-2.0,,1.3262997309028373,,1.3127089291044802,0.0,1.32347,1.3134299999999999
79,2012-04-20,1.3134299999999999,1.3226200000000001,1.31284,1.3216999999999999,41037,0,0,1.319944,1.3172338759915325,1.3150610445069062,-2.0,-2.0,,1.3253599903212379,,1.3124480486638275,1.0,1.3216999999999999,1.3192
80,2012-04-23,1.3192,1.32098,1.31042,1.31554,39689,0,0,1.31934775,1.3163869379957662,1.315140870422422,-3.0,-3.0,,1.3244531406599944,1.3124754140910007,,1.0,1.31554,1.3155299999999999
81,2012-04-24,1.3155299999999999,1.3217400000000001,1.31445,1.31944,38046,0,0,1.318688,1.317913468997883,1.315857392018685,-3.0,-3.0,,1.3235780307368945,1.3128096889844514,,1.0,1.31944,1.31945
82,2012-04-25,1.31945,1.32356,1.3173,1.32224,43366,0,0,1.318436,1.3200767344989415,1.3169211600155708,-3.0,-3.0,1.29945,,1.3133472781916655,,1.0,1.32224,1.32222
83,2012-04-26,1.32222,1.32623,1.31806,1.3191899999999999,39231,0,0,1.31814375,1.3196333672494707,1.3172993000129758,-3.0,-3.0,1.3008966,,1.3141269700391707,,1.0,1.3191899999999999,1.31918
84,2012-04-27,1.31918,1.32695,1.31572,1.32514,43022,0,0,1.3182775,1.3223866836247353,1.3186060833441466,-3.0,-3.0,1.301783269,,1.3150985062679386,,1.0,1.32514,1.32408
85,2012-04-30,1.32408,1.3266,1.32078,1.32417,36245,0,0,1.3183422500000002,1.3232783418123677,1.319533402786789,-2.0,-2.0,1.302664104585,,1.3161871642857994,,1.0,1.32417,1.32416
86,2012-05-01,1.32416,1.32828,1.32039,1.32378,29838,0,0,1.31865325,1.3235291709061838,1.320241168988991,-1.0,-1.0,1.303514110924525,,1.3171501095276996,,1.0,1.32378,1.32376
87,2012-05-02,1.32376,1.32408,1.3123,1.31538,40219,0,0,1.318662,1.319454585453092,1.3194309741574926,-1.0,-1.0,1.3043809170421665,,1.3178746307962603,,1.0,1.31538,1.31539
88,2012-05-03,1.31539,1.31795,1.30963,1.31513,37256,0,0,1.31835025,1.3172922927265458,1.3187141451312439,-1.0,-1.0,1.3052173849456907,,1.3181914125578293,,0.0,1.31538,1.31513
89,2012-05-04,1.31513,1.31775,1.30799,1.30832,36574,0,0,1.318253,1.3128061463632728,1.31698178760937,-1.0,-1.0,1.3060245764725915,,,1.3180245535705488,0.0,1.31538,1.3024499999999999
90,2012-05-07,1.3024499999999999,1.3064,1.29546,1.30573,44781,0,0,1.3180095,1.3092680731816364,1.3151064896744749,-1.0,-1.0,,1.32828,,1.3172916870738733,0.0,1.31538,1.3057400000000001
91,2012-05-08,1.3057400000000001,1.30645,1.29821,1.29985,42523,0,0,1.3178017499999999,1.3045590365908182,1.3125637413953957,-2.0,-2.0,,1.3263108,,1.3159176954090341,0.0,1.31538,1.29987
92,2012-05-09,1.29987,1.30053,1.2911000000000001,1.2934,48202,0,0,1.317562,1.2989795182954091,1.3093697844961631,-14.0,-3.0,,1.3244597519999999,,1.3139810846957687,0.0,1.31538,1.29341
93,2012-05-10,1.29341,1.29783,1.29244,1.29314,41982,0,0,1.3172117499999998,1.2960597591477045,1.3066648204134692,-18.0,-5.0,,1.3232921606799999,,1.311602229475998,0.0,1.31538,1.2931300000000001
94,2012-05-11,1.2931300000000001,1.29569,1.29044,1.29162,41463,0,0,1.3165685,1.2938398795738522,1.3041573503445578,-21.0,-6.0,,1.3221654350562,,1.3087550029247383,0.0,1.31538,1.28872
95,2012-05-14,1.28872,1.29038,1.28207,1.28256,42265,0,0,1.31554625,1.2881999397869262,1.3005577919537983,-26.0,-8.0,,1.321055044829233,,1.305357064762906,0.0,1.31538,1.28257
96,2012-05-15,1.28257,1.28689,1.27215,1.27337,44746,0,0,1.314308,1.280784969893463,1.2960264932948318,-31.0,-11.0,,1.31969056826021,,1.3014760597837434,0.0,1.31538,1.27336
97,2012-05-16,1.27336,1.27579,1.26807,1.27158,52809,0,0,1.31306725,1.2761824849467316,1.2919520777456932,-36.0,-13.0,,1.3180266483711027,,1.2972120031277559,0.0,1.31538,1.27161
98,2012-05-17,1.27161,1.27488,1.2664900000000001,1.2681200000000001,51330,0,0,1.31177525,1.2721512424733659,1.2879800647880777,-40.0,-16.0,,1.3162781656781142,,1.2929446984321462,0.0,1.31538,1.26813
99,2012-05-18,1.26813,1.27933,1.26417,1.27783,51491,0,0,1.3105485,1.2749906212366828,1.2862883873233981,-43.0,-19.0,,1.31453557987938,,1.2889837737084848,0.0,1.31538,1.27767
100,2012-05-21,1.27767,1.2823,1.27248,1.2806899999999999,46527,0,0,1.3091755,1.2778403106183414,1.2853553227694985,-43.0,-21.0,,1.3127727845836017,,1.285235352085417,0.0,1.31538,1.28073
101,2012-05-22,1.28073,1.28168,1.26575,1.26798,45690,0,0,1.30757975,1.2729101553091708,1.2824594356412489,-43.0,-23.0,,1.3110716871231756,,1.281503798119025,0.0,1.31538,1.26799
102,2012-05-23,1.26799,1.26864,1.25449,1.2586300000000001,58681,0,0,1.305759,1.2657700776545855,1.2784878630343741,-46.0,-25.0,,1.3094301280738645,,1.2776658760866368,0.0,1.31538,1.25864
103,2012-05-24,1.25864,1.2618800000000001,1.25156,1.2536,56379,0,0,1.3038522499999998,1.2596850388272927,1.2743398858619785,-48.0,-28.0,,1.3075072235912792,,1.2737126459240597,0.0,1.31538,1.25359
104,2012-05-25,1.25359,1.2601499999999999,1.24964,1.25153,47051,0,0,1.3017885,1.2556075194136462,1.2705382382183155,-50.0,-30.0,,1.3055490707655846,,1.2697831699397746,0.0,1.31538,1.2570700000000001
105,2012-05-28,1.2570700000000001,1.26235,1.25244,1.25394,37094,0,0,1.2998452500000002,1.2547737597068231,1.2677718651819296,-51.0,-32.0,,1.3035922532887891,,1.2659035127649343,0.0,1.31538,1.25393
106,2012-05-29,1.25393,1.2574,1.24609,1.24864,47293,0,0,1.2979745,1.2517068798534114,1.2645832209849415,-52.0,-34.0,,1.3017039244236814,,1.261908241992188,0.0,1.31538,1.24865
107,2012-05-30,1.24865,1.24932,1.23608,1.23675,49314,0,0,1.296045,1.2442284399267058,1.2599443508207848,-54.0,-36.0,,1.2997574370688525,,1.2578019390252217,0.0,1.31538,1.23676
108,2012-05-31,1.23676,1.24278,1.23362,1.23597,52441,0,0,1.2942855,1.240099219963353,1.2559486256839874,-57.0,-38.0,,1.2975287267714426,,1.2538341841972764,0.0,1.31538,1.23594
109,2012-06-01,1.23594,1.24537,1.22882,1.24325,59376,0,0,1.2926389999999999,1.2416746099816764,1.2538321880699894,-58.0,-40.0,,1.295291921334442,,1.2503037024098909,0.0,1.31538,1.24371
110,2012-06-04,1.24371,1.25087,1.23854,1.24943,47948,0,0,1.2911027499999999,1.2455523049908384,1.2530984900583246,-56.0,-42.0,,1.2929654040877365,,1.2472623512518393,0.0,1.31538,1.24943
111,2012-06-05,1.24943,1.25411,1.24099,1.2450700000000001,49079,0,0,1.28952575,1.2453111524954192,1.2517604083819374,-54.0,-43.0,,1.2907203149446658,,1.2449860491422537,0.0,1.31538,1.2450700000000001
112,2012-06-06,1.2450700000000001,1.25848,1.24404,1.2577,52998,0,0,1.28819425,1.2515055762477096,1.2527503403182814,-44.0,-44.0,,1.2885538039216025,,1.2435081473030083,0.0,1.31538,1.2577
113,2012-06-07,1.2577,1.26243,1.25397,1.25631,54736,0,0,1.2866360000000001,1.253907788123855,1.2533436169319012,-44.0,-44.0,,1.2864631207843464,,1.2426649831284262,1.0,1.25631,1.2563
114,2012-06-08,1.2563,1.25742,1.24352,1.2516,52350,0,0,1.285235,1.2527538940619274,1.2530530141099177,-44.0,-44.0,,1.2844456115568943,,1.242209154292306,0.0,1.25631,1.26478
115,2012-06-11,1.26478,1.26677,1.24637,1.24653,52289,0,0,1.2835699999999999,1.2496419470309637,1.251965845091598,-43.0,-43.0,,1.282498715152403,,1.242070380086675,0.0,1.25631,1.24652
116,2012-06-12,1.24652,1.2528000000000001,1.24423,1.25045,53849,0,0,1.2820135000000001,1.2500459735154819,1.2517132042429984,-42.0,-42.0,,1.280619960122069,1.242308345472038,,0.0,1.25631,1.25045
117,2012-06-13,1.25045,1.26094,1.24733,1.25659,51332,0,0,1.2806330000000001,1.2533179867577409,1.252526003535832,-32.0,-41.0,,1.2788069615177966,1.2430270402436072,,1.0,1.25659,1.25657
118,2012-06-14,1.25657,1.2635399999999999,1.25419,1.26281,51480,0,0,1.2793674999999998,1.2580639933788704,1.2542400029465268,-28.0,-40.0,,1.2770574178646736,1.2442140321019082,,1.0,1.26281,1.2628
119,2012-06-15,1.2628,1.26643,1.25919,1.26361,42134,0,0,1.27791525,1.2608369966894353,1.2558016691221057,-24.0,-38.0,,1.27536910823941,1.245657882423231,,1.0,1.26361,1.27371
120,2012-06-18,1.27371,1.27468,1.25569,1.25767,54966,0,0,1.2764685,1.2592534983447177,1.256113057601755,-20.0,-36.0,1.22882,,1.247435426578141,,1.0,1.25767,1.25766
121,2012-06-19,1.25766,1.27297,1.25682,1.26877,47253,0,0,1.27520175,1.2640117491723588,1.2582225480014626,-16.0,-34.0,1.2315716,,1.249526114041104,,1.0,1.26877,1.26878
122,2012-06-20,1.26878,1.2741799999999999,1.2638099999999999,1.26974,53150,0,0,1.2738892499999999,1.2668758745861795,1.2601421233345522,-13.0,-32.0,1.234158104,,1.251531892825648,,1.0,1.26974,1.26975
123,2012-06-21,1.26975,1.27009,1.25317,1.25474,54843,0,0,1.272278,1.2608079372930896,1.2592417694454603,-11.0,-30.0,1.23658941776,,1.253295512946453,,1.0,1.25474,1.25475
124,2012-06-22,1.25475,1.25827,1.25191,1.25677,48148,0,0,1.27056875,1.2587889686465448,1.258829807871217,-12.0,-28.0,1.2388748526944,,1.2546144527845637,,0.0,1.25474,1.25482
125,2012-06-25,1.25482,1.25575,1.24699,1.25008,56327,0,0,1.2687165,1.2544344843232724,1.2573715065593476,-13.0,-27.0,1.241023161532736,,1.255420560888278,,0.0,1.25474,1.25003
126,2012-06-26,1.25003,1.25298,1.24419,1.2490999999999999,46176,0,0,1.2668495,1.2517672421616362,1.2559929221327897,-14.0,-26.0,1.2430425718407718,,1.2556986161829764,,0.0,1.25474,1.24911
127,2012-06-27,1.24911,1.25074,1.24454,1.24686,39085,0,0,1.2651365,1.2493136210808182,1.2544707684439915,-15.0,-24.0,,1.27468,,1.2554561396580892,0.0,1.25474,1.24686
128,2012-06-28,1.24686,1.25236,1.24071,1.24403,46470,0,0,1.263359,1.246671810540409,1.2527306403699932,-24.0,-24.0,,1.2728716,,1.2552429106460172,0.0,1.25474,1.24402
129,2012-06-29,1.24402,1.26918,1.24331,1.26655,57890,0,0,1.26231475,1.2566109052702046,1.2550338669749943,-15.0,-23.0,,1.271745944,1.2553046532894099,,1.0,1.26655,1.26646
130,2012-07-01,1.26646,1.26646,1.26646,1.26646,1,0,0,1.261333,1.2615354526351021,1.2569382224791619,-11.0,-22.0,,1.2706596859600001,1.2555455938183,,1.0,1.26646,1.26696
131,2012-07-02,1.26696,1.26703,1.2568,1.25846,42012,0,0,1.26029825,1.259997726317551,1.2571918520659684,-8.0,-20.0,,1.2696114469514002,1.2559360851917365,,1.0,1.25846,1.25845
132,2012-07-03,1.25845,1.26257,1.2558799999999999,1.26058,36440,0,0,1.25947775,1.2602888631587756,1.257756543388307,-7.0,-19.0,,1.268599896308101,1.2562693233564506,,1.0,1.26058,1.26057
133,2012-07-04,1.26057,1.26063,1.2508,1.25261,33482,0,0,1.2584645,1.2564494315793877,1.2568987861569223,-7.0,-18.0,,1.2676237499373175,,1.2561733630538177,0.0,1.26058,1.25262
134,2012-07-05,1.25262,1.25375,1.23637,1.23901,46401,0,0,1.2571492499999999,1.2477297157896938,1.2539173217974353,-9.0,-17.0,,1.2666817686895113,,1.2553327189757475,0.0,1.26058,1.23899
135,2012-07-06,1.23899,1.24008,1.22598,1.22875,42131,0,0,1.255804,1.2382398578948468,1.2497227681645295,-17.0,-17.0,,1.2656208567853784,,1.2537825062261305,0.0,1.26058,1.22659
136,2012-07-09,1.22659,1.2323,1.22557,1.23135,40243,0,0,1.2547535,1.2347949289474234,1.246660640137108,-17.0,-17.0,,1.26423342679789,,1.2515403602883088,0.0,1.26058,1.23135
137,2012-07-10,1.23135,1.23331,1.22351,1.2251,39074,0,0,1.2535915000000002,1.2299474644737116,1.2430672001142569,-17.0,-17.0,,1.2628802068599638,,1.2487369038012393,0.0,1.26058,1.22512
138,2012-07-11,1.22512,1.22957,1.2212399999999999,1.22422,39796,0,0,1.252494,1.227083732236856,1.2399260000952141,-18.0,-18.0,,1.2615022496198651,,1.245473542435147,0.0,1.26058,1.22422
