"","tweet"
"32","  tama na sobra na never again  walang tulugan sa araw ng bilangan    "
"33"," this is why "
"34","there was a crime but its not moral turpitude  agree "
"35"," sir bbm yung pag wagayway at pag abot nio  po sa flag ng pilipinas sobrang nakakatouch ramdam na ramdam ko pagmamahal nio sa aming mga pilipino at sa bansa natin<U+0001F1F5><U+0001F1ED><U+2764><U+FE0F>god bless you and all supporters of  we love yo"
"36","boboto na po ang kalabawwala na kasing taong boboto     "
"37","pintura pa    "
"38","kagaleng naman nagshine talaga siya    "
"39","hahahaha "
"40"," "
"41"," lmao hypocrisy not hyprocrisy at its finest <U+0001F644>  "
"42"," "
"43","    haha wala na ba talaga kayong marason  takot ba talaga si bbm sa mga verified at legitimate journalists  gusto niyang attendan yung debate na organized by a sex trafficker criminally wanted at"
"44",""
"45","sayang hindi natin makikita ang kanyang ngiti at mag alamano <U+2639><U+FE0F>        "
"46","this is not breaking news but expected statement coming from his team   theyve realized that he selfdestruct whenever he opens his mouth <U+0001F971>        "
"47","useless ang debate na yan sabi ng mga blind supporter hello daig pa siya nung mga hs student na tumatakbo sa student government <U+0001F971>        "
"48","even his lawyers and spokesmen doesnt have the confidence to leave him alone with things like these kasi halata namang di sya marunong magisip for himself spoiled brat boy ngiwi nyo e <U+0001F602><U+0001F602>        "
"49","this should be his opportunity to spill all his scheme and intentions on why he run for president people crave to know his aim and platforms        "
"50"," "
"51","i find it hilarious that a lot of filipinos like him so much history shall repeat itself then i wonder who will suffer such consequences of appointing such incompetent person as the representative of the country <U+0001F971>      "
"52","so what else is new his supporters will eventually realize he is unreliable that he will not be there when needed the most        "
"53","lagot ka cayetano natrauma tuloy si alamano kaya ayaw nang umattend nagtago sa palda ni imelda <U+0001F602>        "
"54","maraming fan ng debates kung alam nyo lang tagisan ng talino ang labanan   kung matalino ka kaya mong lusutan mga binabato sayo e kung ayaw mo umattend e talagang duwag at bobo ka        "
"55"," is trending but we dont care because we know kung sino ang duwag <U+0001F92D>  "
"56"," awan met maaramid na ata kitam nag takrot <U+0001F601> nabutingan sa kin ni cayatano  "
"57","his unity is obviously just an excuse for his kaduwagan traumatized for life        "
"58","this will be the glimpse on how marcos jr presidency will look like bawal tanungin bawal magtanong bawal magpaliwanag        "
"59","lalakas ng loob magsabi ng madumb leni samantalang si alamano jr walang degree sa oxford kaya di nakagraduate kase bobo e <U+0001F602>        "
"60","well maybe he wanted to exude confidence to mask his trauma from his debate with cayetano poor guy got destroyed so bad he didnt even want to attend debates anymore        "
"61","mahalin natin ang pilipinas samasama tayong babangon muli           abu dhabi united arab emirates "
"62","sabi nila silent majority raw sila baka ghost majority mga patay na bumoboto pag halalan naku nakakatakot nga yan mag ingat po       "
"63","tamangparaan ng pagboto     nasa kaliwa ng pangalan itiman at isakto sa butas ang pagshade<U+2B07><U+FE0F>  <U+0001F311>  7 marcos bongbong           pfp         <U+2B07><U+FE0F>           "
"64","watching  latest vlog ubos tissue ko sa iyak dahil salamat panginoon dahil mahal mo ang pilipinas dahil binigay mo sa amin ang isa pang marcos para pamunuan kami at isa pang duterte          "
"65","yohoooo  halatang kargado yung sulat nyo hahhaha    "
"66","real people power "
"67","election watchdog na partisan namfrel and pccrv     "
"68","this what bothers me not the other presidential candidate but the intervention of foreign government sa may 9       "
"69","   yohoooooo"
"70","    "
"71","marcos is back na nga ba    "
"72","tuloy ang laban  dismissed disqualification case filed against bongbong marcos   "
"73"," irrelevant hiyang hiya naman kami sa minority       "
"74"," aray kupo his ratings playing from 50 ++ and maintaining that for months now opppsss kalma lang daw kasi may smartmagic naman daw sila   "
"75","protect this family at all cost      "
"76","together we stand devided we fall lets unite for the country         "
"77","marcos fam         "
"78","yung hanggang sa panaginip ko kasama si   kalokaaaaa<U+0001F602>         "
"79","    "
"80","halos magpatayan kayo dahil kay  at  pro hindi ka naka register sa election <U+0001F602>  "
"81"," paranaque city "
"82","first family legit na legit <U+0001F607><U+0001F607><U+0001F607><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>       "
"83"," "
"84","     "
"85","so sad lang na grabe ang mga paninira ngayon laban kay bbm<U+0001F622>  "
"86","for once i finally agreed to this man anyone qssociated with quiboloy must not hold any government office otherwise it would be the demise of my beloved country      "
"87"," yes sa dulo tlgang dinuktungan para sbhing mahaba at maraming taolol<U+0001F923><U+0001F605><U+0001F602> "
"88","louder lmao "
"89","   "
"90","   "
"91","yes the villars are up to no good teaming with an unqualified bbm they have the ambition to control the country by hegemony thru the dirty tactics of plutocrat capitalism   ibasura    "
"92",""
"93","ilang debate pa ba mga loyalists ang kailangan di niya puntahan para madala at magising kayo kung may plataporma talino at may tunay na tapang haharap at haharap sa debate yan hindi puro unity ng mga magnanakaw      "
"94","this conversation is from one my my college friend na nagattend ng proclamtion rally ni bbm dito sa mandaluyong maduming makinarya<U+0001F92E>    "
"95","  hahahahahahahahaha el what sad die hahahahahahahahaha endorsement is not a guarantee we have our own ideology and belief  "
"96","         "
"97","hahahahaha ngaw ngaw naman ang kampon ng kadiliman hahahahaah paano pahiya pahiya jushkopo ngayon pilit pinaptrend ang  <U+0001F602><U+0001F602><U+0001F602>  "
"98","hahahaha sadyang tanga lang ang hindi makaintindi palibhasa may napahiya hahahaha butata kaya pilit na pilit ang hashtag na  <U+0001F602> ang totoo      "
"99"," ngek  "
"100","  "
"101","hello comelec eh di naman pala ok ang tax evasiion eh di paki cancel na mg coc ng sinungaling na bbm na yan dami nyong kuda go straight to the point   "
"102","my parents are laughing at me right now and calling me tanga kasi hindi ako pumirma sa gaganaping rally ni bbm sa sunday dito sa mandaluyong and now they have free tshirt and 2k each at ako wala   "
"103"," everything about that man is untrue let us not be deceived again  "
"104","spoiled brat   is here and walang sinasantosanto  abusado = its in his blood  ireport na yarn <U+0001F644><U+0001F60E>     "
"105","hahaha si leni lang lutang so si blengblong genius     "
"106","nasa impyerno na ba ako<U+0001F640><U+0001F640><U+0001F640>  "
"107"," there can never be unity if he only unifies politicians and allies unity of the people means unifying the different sectors of the community he gave a speech but not one that came from the heart all mouth no heart "
"108","2 this is precisely the ideology behind my candidacy the candidacy of mayor   twogether we have come twogether on the basis of unity  see what unity can do for our country dont be a tumultuous supporter subscribe na sa    "
"109","        "
"110","day 1528 cauyan isabela       "
"111","1 bbm i will be a unifying president also bbm signed alliance with other 3 big political parties in the phils  ganyan dapat you walk the talk we should help and support each other theres strength in unity      "
"112"," dami talagang artista supportado sa "
"113"," ngpa ppansin lng yàn ppa awa epek kulelat ba nmn <U+2764><U+0001F49A><U+0001F1F5><U+0001F1ED> "
"114","             "
"115","owemjii why are you guys mad at me did i get mad when you guys tweet that bbm is duwag oh no hahahaha<U+0001F923> i respect that cause thats your perspective <U+0001F923> hayst<U+0001F618> anyways love yall<U+0001F618>        "
"116","hindi ko cya mama or nanay please lang yuck inyong inyo na nanay lenlen nyo   "
"117","ako ang self proclaimed number 1 pusang basher ng mga pinklawans bakit meron pa ba ibang pusa na active ang political views sa twitter <U+0001F602><U+0001F602><U+0001F602>   <U+2764><U+0001F49A> "
"118"," <U+0001F3B6>ako ay pilipino ako ay pilipino taas noo kahit kanino ang pilipino ay ako<U+0001F3B6>  sarap pakinggan ang awit na ito     "
"119","push nyo pa na bright ang nanay nyo another delusion ng mga fanatics ng pinklawans formerly known as dilawans    "
"120","eto yun hindi pinapakita na dami ng tao sa amorantoqc feeling nila ang dami na nila pumanta sa qc circle delusional tlaga mga anak ni lenlen  "
"121","i will never vote any yellows aka pinks    "
"122","   "
"123","para sa mga pinklawan mga cheap at hampaslupa ang supporters ni bbmsara kase sila lang ang mga mayayaman disente kagalanggalang at mahahalagang tao sa lipunan na kataastaasang mga nilalang delusions of grandeur defense mechanism ng brain nyo yan "
"124","ambait ng abias cbn dito ha walang nakakabit sa pangalan ni bbm na son of dictator   "
"125","to all the bbm supporters out there can yall please enlighten me on why you support him i just want a proper debate not just the leni lugaw argument   para makita nyo to  again para lang makita nyo to"
"126","  "
"127","paninira ba yung pag sasabi ng totoo  900+ cases and the trial of the century is held in the us but none of the 900+ cases has been proven show us the final verdict of the supreme court stating that marcos family is convicted then ill change my vote <U+0001F60F>  "
"128"," grabe naman  wag nyo masyado gagalingan <U+0001F92A><U+2764><U+0001F49A><U+0001F1F5><U+0001F1ED>"
"129","being a leni supporter will not make you look intelligent honestly i see you like a terrorist attacking people attacking the government you can look down on me as a bbm supporter but that does not change who i am    "
"130","wow just wow  na ito qc para marcos at sara  "
"131","        "
"132","      "
"133","        "
"134"," "
"135"," besides i am still bbm ahahaah your english will not define your intelligence its your bad mouth     "
"136",""
"137","    "
"138","      "
"139","        pakibasa dun s kaninang  ngcomment about sa mga marcosesgaleng na po yan kay atty  "
"140"," "
"141","<U+0001F923><U+0001F923><U+0001F923>       "
"142","take note more than 20000 supporters hindi yung haka haka lang na 300600k bwahwhwhwhwhwhw   "
"143","tama nga naman si tp the debate tom will be the first tapos backout mode yung apat si bbm pa nga ang aattend <U+0001F921> plus chance nila to convince the large audience from bbms side so missed opportunity on their part talaga <U+0001F60C>        "
"144","  "
"145","  "
"146","watch tps analysis re nonappearance of some aspirants on smni debate         "
"147","my president pbbm "
"148","  "
"149","excited na ako sa smni debates tomorrow balita ko di nila alam yung mga questions yun yung maganda makaka alaman talaga now i know the reason kung bakit daming nawala hahaha qc for bbmsara "
"150","isabela ready na ba kayo      "
"151","panoorin si sonny trillanes meets bbm supporters "
"152"," ingat kayong lahat "
"153"," "
"154"," "
"155","  package deal to"
"156","we are proud to say i am a filipino       "
"157","qc for bbmsara "
"158"," "
"159","bbmsara uniteam<U+270C><U+FE0F><U+0001F44A><U+2764><U+FE0F><U+0001F49A>  umulan umaraw solid tayo bbm<U+270C><U+FE0F>    "
"160","bbmsara uniteam<U+270C><U+FE0F><U+0001F44A><U+2764><U+FE0F><U+0001F49A>  umulan umaraw solid tayo mga ka bbm    "
"161","      "
"162","laglagan na ba ang   <U+0001F602><U+0001F923><U+0001F602><U+0001F923><U+0001F602>"
"163","  "
"164","          and how true is it kaya that a camp of an aspirant asked the questions in advance and when not granted heshe declined with your so called lame excuses  "
"165","its better if you wear yellow maam it fits you nicely <U+0001F60A> <U+0001F602><U+0001F923>  "
"166"," go fight win toni g <U+0001F496>   "
"167","hindi nila kayang tanggapin ang mapait na katotohanan na talo sila bbm amp sara lang ang sakalam    "
"168","        "
"169"," ganda their loss for absence  <U+2764><U+FE0F><U+0001F49A>                         "
"170","happy bbmsara day <U+2764><U+0001F49A>   "
"171","the road to unity   the uniteam song "
"172","bbm mission complete bbm supported by smni network groupowned and managed by master child baiter quiboloy has now united all presidential candidates to not attend the smni presidential debate    "
"173","at least nag effort sila<U+0001F60E> bus loads of kakampinks from laguna grabe pinanggalingan  "
"174","  "
"175"," "
"176",""
"177","  huwag kami hoyy kasi ang bbm sara consistent sa dami ng supporters mula sa caravan sa mga interviews at sa mga surveys  "
"178","     <U+0001F449>tama tlaga c tpthis is the first debateung mga previous talks are just interviewsplease watch  "
"179","  mga kakampink lipat na kyo kay bbm kita nyo sinabihan pa nya kyo ng i love you kahit ang bastos nyo di paris ng ina nyo may gusto makipag selfie pinalayas  "
"180","    <U+2764><U+FE0F><U+0001F49A><U+0001F1F5><U+0001F1ED>"
"181","    <U+2764><U+FE0F><U+0001F49A><U+0001F1F5><U+0001F1ED>"
"182","always top sa survey bbmsara 2022 <U+270C><U+FE0F><U+270C><U+270C><U+0001F44A><U+0001F44A><U+0001F44A><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F49A><U+0001F49A><U+0001F49A><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F49A><U+0001F49A><U+0001F49A><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F49A><U+0001F49A><U+0001F49A><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>  "
"183","  baliw na talagapink taliban pr team bakit walang balot ulo ng nanay nyo sana nilagyan nyo din bigote para twin sister ni osama bin laden   "
"184","                    "
"185","id rather choose to be hated by many for supporting bbm than regretting my vote to support the wrong leader      "
"186","    <U+2764><U+270C><U+0001F44A><U+0001F49A>     "
"187","go fake news go broke <U+0001F61C><U+0001F61D><U+0001F602>       "
"188","mga  nagtataka naman ako baliktad na ang mundo    todo advise na ang mga bbm supporters sa inyo on how to get your acts straight pero dedma lang kayo  mga  are watching the  proclamation rally and taking notes pa ha "
"189"," yung totoo at madaming magagawa ang kailangan iboto hindi ung kurakot lang okay at tska ung kasabwat para mandaya sa mga boto omj kakahiya nice toni  "
"190"," omg mga inggit ang kakampink oh manang mana sa ina nila hahahahhaa   "
"191"," kahit ano pa sabhin nyu lipad na ang kinang ng kandidato nyubnigyan na sha ng opportunity and still walley so be happy for tomorrow is a new beginning   <U+2764><U+FE0F><U+0001F49A>"
"192","iyayy<U+0001F601><U+0001F601>  bsta ako family relatives amp some of my friends ay  <U+0001F49A><U+2764><U+270C> bhala kau sa gusto nyo<U+0001F639> may the best candidate win "
"193","  hehehe  lets unite  all  supporters mabuhay success buyag ang  kanina sa "
"194","bastat tayoy magkasama laging mayroon umagang kay ganda  nagstart ng 45k and ended with 140k viewers naalala ko nun na proclaim si duterte as president grabe same feels nakakatindig balahibo nkakaiyak at higit sa lahat nkaka proud na maging pilipino   "
"195","oh and to the  who watched the  proclamation thank you very much <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>"
"196"," yessss congratulations "
"197","toni tapos na ang laban may nanalo na <U+2764><U+FE0F><U+0001F49A><U+270C><U+0001F3FB><U+0001F44A><U+0001F3FB>    <U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A> "
"198","sorry but my guys but my   "
"199","  lang malakas   "
"200"," tapos na ang laban  lang malakas "
"201","  mga kulilat na nga mga ulol nagmamalaki pa hahahahha wla na may nanalo na  lang malakas "
"202"," hahahhahaha may nanalo na  lang malakas "
"203"," huwag nyo lokohin mga sarili nyo mga pinklawan hahahhaha at quezon city   lang malakas "
"204"," at quezon city huwag nyo lukohin ang mga sarili nyo may nanalo na   lang malakas "
"205"," may nanalo na   lang malakas kahit ano pa gawin nyo mga kulto tangapin nyo nalang na wla ng career yan sinusuportahan nyo   "
"206","   <U+2764><U+FE0F><U+2728>"
"207","  <U+2764><U+FE0F><U+2728>"
"208"," go  <U+2728><U+2764><U+FE0F>"
"209","nakakalunkot     "
"210","when bbm declined cnn and other bias networks ang dami niyong ngawa tapos ngayong ang mga ito naman ang nag decline sa invitation may pa heart heart ang mga kakampwet hahahaha         "
"211","we 60 of filipinos prefer bbmsara but mainstream media remains overwhelmingly antimarcos then mainstream media no longer represent the filipino people        "
"212","so paano ngayon to magmumuka na naman kaming mayabang nito <U+0001F601><U+0001F923><U+0001F923><U+0001F923>    "
"213","grabe ang pasenxa ng ating maging pangulo <U+2764><U+FE0F><U+270C><U+FE0F>      "
"214"," tapos na ang laban   lang malakas  pag yan natalo pa pretty sure dinaya na naman "
"215","like fatherlike son the 2 ferdinands<U+0001F496> the best picture for me<U+263A>      "
"216"," wla na   lang malakas wla na si leni bangag lutang kulilat parin wla ng may nanalo na   na "
"217"," wla na   lang malakas tapos na ang laban "
"218","i cant unsee the len+1 in this post   ahahahaha <U+0001F923><U+0001F602><U+270C><U+0001F3FC><U+0001F44A><U+0001F3FC><U+2764><U+FE0F><U+0001F49A><U+0001F1F5><U+0001F1ED> "
"219","   "
"220","    "
"221","  "
"222"," "
"223","ive been scurrying back and forth from publications to websites searching for the plans and platforms of presidential candidates genuine question where can i find primary sources for bbms plans leni has them compiled in her website    "
"224"," ito sa atin sa mandaluyong kanina   lang malakas "
"225","this is insane  <U+2764><U+0001F49A><U+0001F1F5><U+0001F1ED>  "
"226"," "
"227","  bbm for president <U+2764><U+FE0F>"
"228",""
"229","bbm solid 2022<U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A>  "
"230","nakakahawa yun energy ano po sa mga nanood na 7800 kanina online ramdam ba tagos ba            "
"231","  "
"232","oh ginawa nyo pang false asia yong pulse asia hahaha     "
"233","syempre  yan eh <U+2728>"
"234","sana mabawi ni bbm ang mga government owned companies meralco pldt phil steel bonifacio global city  etc na na benta sa private sectors and file ulit ng gov case against hli  or confiscate the land and give it to the rightful owners   "
"235","  "
"236"," count me in  lang malakas si leni at isko para sa 2nd place hahahhaha "
"237","     lang malakas "
"238","    "
"239","  coming from an uknown trying hard starlet    lang malakas "
"240","   lang malakas"
"241","mygaddd<U+0001F927> im so kilig<U+0001F970> they are very comfortable to each other<U+2764><U+FE0F><U+0001F49A>       <U+0001F44A><U+270C><U+FE0F> "
"242"," may nanalo na   lang malakas "
"243","  "
"244"," hahahhahahaha wla yan  hahahahha   lang malakas "
"245","   lang malakas <U+2764><U+2764><U+2764><U+2764><U+270C><U+FE0F><U+270C><U+FE0F><U+270C><U+FE0F><U+270C><U+FE0F><U+270C><U+FE0F><U+267B><U+FE0F><U+267B><U+FE0F><U+267B><U+FE0F><U+267B><U+FE0F> "
"246","just one of the many reasons why i love this man<U+2764>      "
"247","   kahit ano pang gawin nyong paninira kasinungalingan at panlilinlang sa mga tao wla ng maniniwala sa inyong mga ulolan nyo hahahha  na ang next presidente "
"248","   "
"249","this tiktok comment made my day a  supporter is not sure anymore "
"250","  lang malakas  hahahaha "
"251","the social media account owner who allegedly warned of an assassination plot on presidential candidate ferdinand bongbong marcos jr has agreed to undergo a polygraph test to prove his innocence    "
"252","mga dh di kayo kilala "
"253","the social media account owner who allegedly warned of an assassination plot on presidential candidate ferdinand bongbong marcos jr has agreed to undergo a polygraph test to prove his innocence    "
"254","a  supporter asked me why i refer to him as the son of the late dictator lets ask google "
"255","novaliches bishop emeritus  on  founder amp servant leader s endorsement of the late dictators son    malingmali  ang endorsement ni bro mike kay  sa aking pananaw ay malingmali     "
"256","   bongbong marcos will join smni presidential debate "
"257","happy hearts day ka bbm<U+270C><U+2764><U+0001F495><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED> qc for bbmsara      "
"258","drop the tags for bony         "
"259","   bongbong marcos to skip cnn philippines presidential debate "
"260"," kahit ano pa gawin mo lugaw   lang malakas "
"261"," at mandaluyong  lang malakas "
"262","in the difficult moments hindi siya nagpapakita nagpapatawag ng pressmedia    in the difficult moments hindi siya nagpapakita because <U+2B07><U+FE0F> "
"263"," see the difference sa caravan ni bbm masaya sila masanay ka madam lenie    "
"264","  magaling kasi si lr walang tulugan ng 18 hours kya pala kaya sa election gising  tayo ng 24 hours para walang magic "
"265",""
"266","goosebumps <U+0001F4AF><U+2764><U+FE0F><U+0001F49A>      "
"267","    lang malakas wla yan ina mong baliw "
"268","el shaddai endorse       "
"269","<U+0001F1F5><U+0001F1ED><U+2764><U+FE0F><U+0001F64C><U+0001F3FD><U+0001F49A>         "
"270","   "
"271","bbm for 2022  i do not indulge negative campaigning        "
"272","bbm   proclamation n qc   <U+0001F60D><U+0001F60D><U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A><U+2764><U+FE0F><U+0001F49A> "
"273","dahil wala yung 4 more air time for bbm para maipaliwanag sa publiko ang kanyang plataporma de gobierno   marcos pa rin <U+2764><U+0001F49A><U+270C><U+0001F339>     "
"274"," "
"275"," head of house good luck <U+0001F340> will see how you handle this week <U+0001F61C>       "
"276","kasi mga  at ang bibitter nila haha <U+0001F602>      <U+2764><U+FE0F><U+0001F49A><U+270C><U+FE0F><U+0001F44A><U+0001F3FB>"
"277","  <U+0001F49A><U+2764><U+FE0F><U+0001F405><U+0001F985> <U+270C><U+FE0F><U+0001F44A><U+0001F3FB> this <U+0001F447>"
"278","parang nag usap usap ang 4 na isabutahe ang smni ahhhpinapakita lang nila na weak silang 4<U+0001F602><U+0001F602><U+0001F602>   "
"279","  agree po kahit ano linaw ng paliwanag sa knila lagi lamg sasabihin is magnanakaw chuchukung i eengage nila kyo lagyan nyo na lang na    paulit ulit sa reply para magsi tigil hahaha ang babastos ng mga "
"280","basta ako nood ako bukas ng smni presidential debate <U+0001F61C><U+0001F61D><U+0001F602> marcos pa rin <U+2764><U+0001F49A>    "
"281"," sure win n talaga c      "
"282"," di ako apektado sa iyak at paglulupasay nyo     don kayo sa ina nyo na ubod ng banal pagawan nyo na din ng rebulto yan"
"283"," bakit naman na bother mo at inoffens mo ang mga fenks pagod na pagod na yun digital manager nila pagpapakalat ng hate sayo at ni   explain na bsta khit ano iyak at lupasay nila  pa din solid"
"284","  oist d k nmin pinipilit iboto si       dyan ka sa ina mo na pagkabanal banal na walang bahid ng dungis susko khit kausapin mo ko ng 10days sa tweet never mo ko macoconvert ng kulay"
"285","  rose mo pula hahahaha red and green kahit mag tumbling ka dyan un valentines day red pa din hindi pink for you nga pala     "
"286","  nakaluhod lang pero ang dinadasal ikakasama ng kapwa nya kung gsto mo boto ina mong nuknukan ng banal go di kita inaaya iboto si   eh inyo na ina nyo walang bahid ng kasalanan napakalinis sobra"
"287","   ah kayà pala ayaw makita ni dodong ang pastor quiboloy hahaha inis talo si dodong maneh  "
"288","actually its not my first time to vote yung mga nauna eh parang wla lng po sakin kasi sabi ko kahit sino naman ibo2to ko ganun din naman walang pagba2go but  sir in 5922 i will put my trust in you     <U+270C><U+0001F3FE><U+0001F1F5><U+0001F1ED><U+2764><U+FE0F><U+0001F405>"
"289","i am back at tiktok nakagawa tuloy ng background music hahaha   go   "
"290","syempre nagfeeling reporter ako kanina dito sa amoranto stadium <U+0001F92D><U+0001F605><U+0001F605>kahit umuulan hindi nagpatinag ang bbmsara supporters tinanong ko din ang laging sinasabi ng mga kalaban panoorin nyo po <U+270C><U+FE0F><U+0001F970><U+2764><U+FE0F><U+0001F49A>    "
"291","debate yan ahhindi interview  debate and interview ay iiba diba yan na ung hinihintay niyo         "
"292","happy valentines day <U+270C><U+0001F3FB><U+2764><U+FE0F>      "
"293","true pag si bbm okay lang bastusin pero pag si leni hindi pwede bakit dahil babae sya  take note even leni robredo is not perfect      "
"294"," "
"295",""
"296","  "
"297"," "
"298"," great job  prove what you have unity + intelligence = success  "
"299","aking presidente<U+270C><U+0001F3FB><U+0001F1F5><U+0001F1ED>        "
"300","eh diba si bbm ang biktima ng fake news at propaganda baka naman mulat na ang mga mata ng tao sa mga paninira nyo mga mainstream media    "
"301","  <U+0001F49A><U+2764><U+FE0F> hahaha<U+0001F60F><U+0001F60F> mga inggit lang kase kyo kaya naninira kayo ng tao<U+0001F602><U+0001F602> kahit siraan nyo pa si bbm ko<U+0001F621><U+0001F621><U+0001F61D> bbm padin kahit magnanakaw<U+0001F62D><U+0001F62D><U+0001F62D> may naiambag naman sa bayan ah<U+0001F629><U+0001F629> parang hindi nyo naman napa kinabangan<U+0001F600><U+0001F60F><U+0001F60F> mga mapanghusga kayo<U+0001F621><U+0001F621><U+0001F621> "
"302","goodjob bbm tyaka ibigay nyo yan kay leni pang minority lng naman yung debate nayan baka mag1 pa ulit sa survey <U+0001F923>  "
"303","napanood ko yung sumisigaw ng magnanakaw kay bbm mukha naman clang edukado asal demonyo talaga grabe mga pinklawan nagmana na cla sa nanay nilang lutang at madumb    "
"304","huwag nating hayaang madaya tayong muli walang tulugan    "
"305"," as if naman masilip nya pa kung sino talaga ishade ng nanay nya <U+0001F602> blackmail na pala labanan lol  "
"306"," desperate move from desperate team    "
"307","  "
"308"," dahil pabor kay bbm sasabihin nila bias itong pulse asia pero kung pabor kay leni very reliable source and data based huuyyyy mahiya naman kayo kahit minsan lang <U+0001F602><U+0001F602><U+0001F602><U+0001F602>   <U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED>"
"309"," thats why i still choose "
"310","omg thank you lord pandaraya nalang talaga gagawin ng mga pinklawan this election  "
"311"," grabe talaga mga kakampinks ang babastos at walang manners whatever you say masaya si toni g sa desisyon niya at hindi niya kailangan ng kung ano anong supply dahil sa tinagal niya sa industriya mas mayaman pa yan sa mama niyo "
