"","tweet"
"91"," receives the pma lifetime achievement award for his dedicated exemplary and unblemished service to the country <U+0001F499>  "
"92","pag disiplina karamihan dahas agad ang iniisip maraming paraan ang pag de displina  tulad ng pag de displina ni sen   sa mga kapulisan gumamit ba dya ng dahas hindi kase sya mismo ay may displina at integridad     "
"93","  "
"94","this was organized by the ashs pinasulong committee to help ignite awareness and critical thinking within the student body  fight for a better tomorrow and aspire to make a difference through art and literature  22  article by isabella magno and julia mangmang"
"95","live now magnolia vs phoenix super lpg on    watch on pba rush via  "
"96"," "
"97","mga erehe suwail subersibo rebelde rebolusyonaryo  pinatay sila 150 taon na ang nakakaraan  dahil mapagpalaya ang kanilang diwa   "
"98","  "
"99","live now alaska vs rain or shine on    watch on pba rush via  "
"100","  di na nila naisip lalo nila tayo ipitin lalo lalakas ang paniningdigan natin at ang pag mamahal natin kay vpl  "
"101","live now  vs  on    watch on pba rush via  "
"102"," <U+270A><U+0001F3FE>"
"103","claiming it   "
"104","maayos na gobyerno  "
"105","siya ang panggiyera ko tunay na maaasahan "
"106","   may iba pa ba ang pang gyera ko lacson at sotto na  sila lang naman ang may mabuting hangarin para sa ating bayan   "
"107","wala akong ibang susuportahan kundi ang lacsonsotto tandem lang<U+0001F4AA><U+0001F9E1> tapat at walang bahid ng kurapsyon  "
"108","  salute sir ping andito lang kaming mga taga suporta mo   goodluck sa laban mo   "
"109"," you are a good leader sen ping lacson at matagal mo ng napatunayan iyon panahon na para ikaw naman ang maglingkod para sa bayan at panatilihing mapayapa at malagoa ng ating bansa  "
"110"," you deserve to be our next president sen ping lacson  kailangan ka ng ating bayan dahil  sa totoong pagbabago na iyong hangad   <U+0001F499><U+0001F499>"
"111"," i couldnt wish for more ping lacson proves himself that he is better than anyone else we are so proud of you sen ping you have came so far  "
"112"," "
"113"," article 1 un charter where ph is a signatory  "
"114","     townhall meeting lucena city quezon province "
"115","  "
"116","yan ang tunay na leader inisip ang kaligtasan at pangangailangan ng mamamayang pilipino   "
"117","anong deadlines      "
"118","ito ang isa sa hinangaan ko kay ping lacson ang tapat na paglilingkod sa taong bayan sa kanyang pamumuno sigurado mawawala ang korapsyon sa gobyerno   "
"119","galing ni  napaguusapan din ng mga pinoy sa usbrave movers    "
"120","angat at panalo ang pilipino sa lacsonsotto    "
"121","what is right must be kept right what is wrong must be set right   <U+0001F90D>"
"122","salamat po vp leni  former sec abella and doctor montemayor     "
"123","bomoto ng tama vote ping lacson     "
"124",""
"125","yaaaaaassss <U+0001F4AA><U+0001F3FC><U+0001F4AA><U+0001F3FC><U+0001F4AA><U+0001F3FC>    "
"126","     "
"127"," is killing the damn debatewe deserve better  "
"128","on ukraine vs russia crisis ping lacson metaphorically said itabi niyo ako na    "
"129","pang forum ra kaayo ang questions though doesnt feel like a debate at all anyway  proud of his answers tonight ehe <U+0001F90D><U+2728>"
"130","solid        "
"131","huwag na tayong maglokohan   mahirap ang buhay ng maraming pilipino dahil sa mga magnanakaw sa gobyerno   ubusin na natin ang mga magnanakaw     "
"132","tama si sen ping lacson halos lahat ng presidentiables sinabi ito kagabi inulitulit pa ng iba   alam ni senping ang mga problema ng bansa alam din niya paano ito maisasaayos bilang isang pangulo na hindi malalasing sa kapangyarihang kaakibat ng posisyon na ito "
"133","that pause by sen ping at the sound of the bell signaling that time is up spoke volumes about his approach to observing rules  "
"134","  malinis na gobyerno ang nag hihintay sa atin  "
"135","aba napaaga ang aming idol go sen ping lacson<U+2764><U+FE0F><U+0001F4AA><U+0001F1F5><U+0001F1ED> "
"136"," we truly need a leader like ping lacson because he is the only one who can restore the trust amp faith of humanity <U+0001F499> for he will fight for what is right amp fight against what is evil <U+0001F4AA> phils will be better soon thru the leadersh"
"137","alam nyo na kung sino ang tama <U+0001F913> pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"138","pati sila agree na tama si pinglacson <U+0001F913> pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"139","pati sila alam nilang tama ang leader nmin<U+0001F913> pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"140","agree sila sa leader nmin <U+0001F913> pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"141","pambato nyo sa pangulo agree sa leader nmin <U+0001F913> pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"142","pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"143","pati sila agree sa leader ko pinglacson for president 2022<U+0001F1F5><U+0001F1ED> sabi ng mga <U+0001F91D>presidential candidates <U+0001F913>tama si ping kaya bumoto ng tama    "
"144","sabi ng mga presidential candidates tama si ping kaya bumoto ng tama     "
"145","napakahalaga ng bawat boto ng tao sana gamitin natin ito sa tamang tao solid   "
"146",""
"147","napakahusay mo naman talaga po sir ping lacson     "
"148","you did a great job on cnn debate sen ping lacson     "
"149","masasabi naten tagumpay na tayo sa pagsuporta kay ping lacson     "
"150","matalino at magaling ka talaga ping ah     "
"151","ang galing mo sa debate kahapon idol ping lacson     "
"152","tama si ping lacson kaya siya ang dapat nating iboto    "
"153","ping lacson high integrity walang bahid ng corruption matapang leader  vote wisely<U+0001F607><U+0001F607>    "
"154","sabi ng mga presidential candidates tama si ping kaya bumoto ng tama     "
"155","ping is not a second choice he ought to be your first and only choice     "
"156","basta kami nga taga cebuano  solid ping ragud me      "
"157","always ready talaga si ping lacson       "
"158"," why will they show up  to the network that already endorsed a candidate  your clan is so balimbing <U+0001F923> mind setting ang mga remulla na 800k agad agad boboto sa sinusuportahan niyong candidate let the people decide not yours <U+270A>  "
"159"," pati mga kapwa nya tumatakbo sinasabi na tama sya<U+0001F970>"
"160"," pinahanga nanaman ako ni   sya talaga pinaka kwalipikadong mamuno ng bansang pilipinas"
"161"," said at the end of my term when the pinoy looks back he will say i am better off than when this administration started     "
"162","alert level 1 hopefully covid19 will leave us stronger as a nation amidst all the criticisms i am still convinced that if not for s strong leadership and political will we could not have been any better  "
"163","  "
"164","  sana po ay malaman din ninyo bakit si ping lacson ang kanilang napupusuang kandidato para sa pagkapangulo       "
"165","mukhang suplado daw si senator    alam nyo hindi natin kailangan ng palangiting magnanakaw sa gobyerno   ang kailangan natin yung seryoso pero malinis na kumikilos para sa kapakanan ng bawat pilipino uulitin ko  sana masarap ulam nyo   "
"166","maayos na paggamit ng pondo ang dapat na ayusin sa gobyerno pondo na maraming makikinabang sana lalo na ang mga maliliit na komunidad   "
"167"," luvit and watched most of it and wasnt hardly finished and trudo had his tail between his leg great speach by a great statesman    "
"168","lacson stronger rampd funding will also boost pinoy rice farmers    "
"169"," sa tamang pamumuno magkakaroon ng say say ang mga  budget na ito na kailangan ng mas marami pa nating kababayan sa tamang lider maibibigay ng tama at mababantayan ng higpit at may malasakit ang bawat piso "
"170"," lalaban tayo para sa mas maayos na gobyerno at maayos na kinabukasan para sa mga pilipino  "
"171"," highest inflation in decades giving guns to the terrorists in afghanistan shuts down pipe line that is less environmentally harmful than russias no russian oil sanctions i can go on         "
"172","the ruso envasion might encourage the sleeping giant to do the same this is a call for a geopolitically wise leader in the coming elections in the country   kakayahan katapangan katapatan   "
"173","ping lacson i chose you <U+0001F499><U+0001F499>   "
"174","ang tagal na sinasabi ni sen ping lacson niyan siya ang lone crusader righting wrongs tuwing budget deliberations lets choose the real leader on 5922 "
"175"," i couldnt agree more <U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC><U+0001F44F><U+0001F3FC>  "
"176","lacson on ukraine  russia conflict        "
"177","lacsonsotto importante na dumalo lahat sa debate para magkaalaman    "
"178","ang init ng pagtanggap ng mga batagueño sa tandem   iba talaga ang  nina  at    "
"179","tayo ang pipili ng ating kapalaran  pinglacson    "
"180","lacson and sotto stressed their support for the growth of the farming sector following campaign sorties in nueva ecija and laguna both foodproducing provinces whose farmers and fishermen have suffered    "
"181","hindi ka mapapahiya     "
"182","very disgusting     "
"183","nothing say strength like a president bumbling his way through reading what could arguably be one of the most historically significant speeches of our time    "
"184","lacsonsotto proposes a paluwagan system for msmes farmers and fishermen     "
"185","  withdraw na lang from the race and endorse   will love you <U+0001F618> and you will remain relevant"
"186","magising na sana ang mga pilipino himayin at unawain ang plataporma pagkatao ng isang kandidato para sa kinabukasan ng inang bayan "
"187"," magising na sana ang mga pilipino himayin at unawain ang plataporma pagkatao ng isang kandidato para sa kinabukasan ng inang bayan "
"188","   are these generals also communist"
"189"," is the most qualified for the president <U+0001F44D><U+2764><U+FE0F>"
"190","we need a change we need a leaders who concerned for filipino people we need lacson  sotto tandem in our country<U+0001F1F5><U+0001F1ED>the most qualified and the most competent<U+0001F44D>   <U+0001F1F5><U+0001F1ED><U+2764><U+0001F1F5><U+0001F1ED>    "
"191","o ayan ha  "
"192","napakasakit kay  ang umasat mabigokala nya malakas sya sa mga kabitenyo<U+0001F4A9>sya rito"
"193","ping lacson monochrome vector art          "
"194","di ko din masisisi si  kasi taga cavite sya pero hindi kasing dami at kasing init ang pagtanggap sa kanya ng kapwa niya caviteño tulad ng pagtanggap nyo kay vp leni  "
"195"," hes a chameleon  has an ability to change color <U+0001F602>   diko ma tag naka blocked ako<U+0001F605>"
"196","nanginginig na sa takot ang mga ulopong na katulad nina  at masamaman sabihin ito per sasabihin ko pa rinlord kunin nyo na po sila"
"197","tsismoso kang hayup ka ang sarap isigaw sa pagmumukha ni  aka ping blockson <U+0001F624><U+0001F624><U+0001F624>"
"198","ampalayng ampalaya si  kasi wala syang magnetic personality para magkaroon ng 40k47k audience sa kanyang mga grand rallieskawawa namanpangalawang beses na nyang pagtakbo yan bilang presidente pero nangangamoy talo pa rin "
"199"," special marites award      "
"200","cavite has heroes and villains i know i came from a family of true heroes  de dios i dont know where the families of    came from"
"201","hindi kami bayad  is the crowds new favorite chant     "
"202","so sad grabe bigla akong naturned off kay ping nubayan sila pa naman ni mami leni pinagpipilian ko noon im glad i ultimately decided to go for mami leni <U+0001F338>   "
"203","here are the reasons why i support and dont support some presidential candidates   to old fashion to lead a new era generation with new era problems  nagpapakahirap nga akong makapagtapos ng pagaaral tapos susuportahan ko pa ang fake graduate na yan"
"204","backyard nya ang cavite and no one bothered to show up sa proclamation rally nya loser "
"205","shame on you  mahiya ka naman sa libolibong volunteers na nagsikap at nagpagod para sa  rallies namin   "
"206","hello marites <U+0001F913>    "
"207","something wrong with   cavite is also his bailiwick with the multitude of attendees he didnt attack vplr so he chose to retaliate against his caviteño kababayans  wrong move pingpingping bang "
"208","and the pinks are now going after sen ping   ano yun sila lang ang tama they cant accept that their ideologies are simply not aligned with sen ping truth hurts      "
"209","i was there to support vp leni i spent for my gas and water and snacks total expenses = a lot more than 500 pesos  i thought youre a wise man  "
"210"," alamano kyo dyan<U+0001F602>   "
"211","  volleyball player pala si "
"212","may asul pula puti at dilaw ang kulay ng watawat ng pilipinas walang pink   o  lang  <U+0001F602>"
"213","kailangang magpakalat ng paninira ang mga  na sinawsawan pa ni  kasi ayaw nilang manalo ang magtatapos nang maliligayang araw nilasi "
"214"," truth hurts  really  with out basis and proof  tas doon pa sa remulla sinungaling at naissue ng 2019  my gosh what a shame  "
"215","ping lacson is the perfect example ng ambisyoso at hahamakin lahat makuha lang ang gusto  kahit alam nya sa sarili fake news yun papatulan para maibagsak ang kalaban  lubhang naging basura ang mga senador ngayon boboto ba tayo ng mga inutil tanga at basura  "
"216"," iboboto ko si  kaso i unblock mo muna ako hinde pa election block mo na ako <U+0001F923>"
"217","sayang ka ping believe na believe pa ako sayo kahit maka leni ako     "
"218"," honestly  scared me with his pronouncement on s accusations vs the supporters who went to   he is the principal author of antiterror law it is like any  can end up dead becau"
"219"," is scaring me honest  i feel we will end up dead too just because we are pinning our hopes on someone unconventional goosebumps are real"
"220","mag check lang dapat ako kung totoo yung tweet ni lacson regarding sa pag red tag niya kay leni at mga volunteers kaso naka block pala ko why naman ganun  <U+0001F605><U+0001F602><U+0001F602> "
"221","hindi nila kaya lakas ng   so they are resorting to black propaganda and this masakit ba sa mata magshades kayo baby em and "
"222","ang dami ata kalaban ngayon ng pinkies hahaha eh may bayaran nmn talagang naganap sa cavite     "
"223"," makabayan ako kay  ako"
"224","butthurt ampota you can never gather a crowd like these ping is such a disappointment ikaw pa naman second choice ko maigi pa si manny and ka leody sayo pag inggit pikit  "
"225"," at sen  huwag po kayong gumaya katulad nina putinina or ni xijinping"
"226","yung blocked na kaagad ako ni  pero wala pa ako ginagawa <U+0001F629> "
"227","expected na natin magshift kay vp leni ang attack ng mga kalaban since nasa kanya na ang momentum   "
"228","desperado na ba  kaya nagredtagging"
"229","we need to see vp leni or anyone with her slate to release statement about these redtaggings this has to be heard from them  or else misinformation will still be more inevitable and worst for all       "
"230"," pwede pa naman magbagong buhaypwede kang maging kakampink or umattend ka ng mga sorties nina  para first hand information agad makuha mo huwag maritess  marisol iyon lang naman ang sagot doon same advise goes to  too<U+0001F642>"
"231","kapal talaga n ping lacson nohpag kay leni nag rally mga kabataan npa bayaran pag sa kanila kusa mga volunteer hindi bayaran mga trapo basura"
"232","ayan po sen     sa ginagawa nyu minamaliit nyu ang malinis na hangarin ng mga supporters at mamamayan nais lang ay malinis na pamahalaan"
"233","imagine a presidentiable believing in fake news and red tagging its a good thing you would never win   "
"234"," no knowledge in foreign policy   s sagot sa cnn debate is spot on take note "
"235","maawa kayo sa pilipinas  pleaseee <U+0001F97A>"
"236","youre the only person that our country needs i vote for you sir ping<U+0001F4AA><U+2764>  <U+0001F1F5><U+0001F1ED>"
"237","our most needed person this time people senator ping lacson<U+0001F4AA><U+2764>  <U+0001F1F5><U+0001F1ED>"
"238"," senator ping lacson is the most qualified to be the next president in our country philippines <U+0001F1F5><U+0001F1ED><U+2764><U+FE0F><U+2764><U+FE0F> a well experienced and a very good man<U+0001F917><U+0001F917> <U+0001F4AA><U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED> <U+0001F4AA><U+2764><U+FE0F><U+2764><U+FE0F>"
"239","no doubt senator ping can do more good in this country<U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED> "
"240","boto ko to click on the photo of your chosen candidate and write the reason why youre voting for himher check the full details here <U+0001F447> "
"241"," win or loose i dont think masasayang ang boto naming mag asawa kay sen    "
"242"," "
"243",""
"244"," "
"245","philippines and singapore southeast asias 2021 best performing economy "
"246"," senator ping is the most qualified to be the next president in our country<U+0001F499>   "
"247","pumili ng tama sa mayo 9 2022          "
"248","i am for  i am voting for him to be president on may 9th only the most competent the most experienced and the most qualified should seat at the highest position in the land kakayahan katapangan katapatan <U+0001F499><U+0001F44D><U+0001F3FB><U+0001F1F5><U+0001F1ED>   "
"249","wag mo naman masyadong galingan ping lacson  <U+0001F3C5><U+0001F525>     "
"250","your vote is your power what kind of president would you elect in other words    "
"251","  theres no time for regrets but theres still time to  and save yourself from making the wrong decision lets go forward lacsonsotto na tayo     "
"252","we deserve the government we choose i choose  for strong leadership that has been tried and tested through time not pushovers not puppets not plunderers       "
"253","no drama no gimmick no fuzz plataporma hindi puro porma   is my president the best among the rest periodt      "
"254","we need concrete doable and sensible plans for the country and the right man to get the job done our country needs  to be its president tara na lacson na <U+0001F1F5><U+0001F1ED><U+0001F499><U+0001F44D><U+0001F3FB>     "
"255","we need a seasoned public servant who is disciplined knowledgeable in governance has high integrity and the political will to be able to implement laws we need  to win the presidency <U+0001F499><U+0001F1F5><U+0001F1ED><U+0001F44D><U+0001F3FB>   "
"256","i agree with sp sotto he is stating a fact <U+0001F4AF> kaya  na  <U+25CF>5<U+25CF>9 lang sa 59 <U+0001F499><U+0001F1F5><U+0001F1ED><U+0001F44D><U+0001F3FB>    "
"257","`pag nagtagumpay ang russia sa ukraine malamang may gumayang iba yung mga teritoryo natin di malayong pasukin ng tsina dapat ang mga lider natin matapang at handa sa ganyang laban ping lacson at tito sotto lang ang sakalam   "
"258"," solid vote for sen  <U+0001F4AA><U+0001F3FB>    "
"259","theres no time for regrets but theres still time to  and save yourself from making the wrong decision lets go forward lacsonsotto na tayo       "
"260","mga kababayan pwede pang humabol lahat ng nagdadalawang isip pa go na tayo kay sen  learn about his track record watch old news hes impressive ever since <U+0001F44D><U+0001F3FB><U+0001F499><U+0001F1F5><U+0001F1ED>    "
"261","proud to say that this is my president <U+0001F499><U+0001F44D><U+0001F3FB><U+0001F1F5><U+0001F1ED>        "
"262"," sapat at nararapat  "
"263","   para sa maayos na gobyerno sa susunod na anim na taon utang na loob paexperience naman"
"264","  am a lacson believer more power to you    "
"265","ang tunay na bilang ay makikita sa araw ng botohan kaya wag masyadong naniniwala sa mga survey   "
"266","don tayo sa magpapanalo sa pamilyang pilipino  ctto "
"267","ping lacson lang talaga ang may tapang at talino at most qualified maging sunod na presidente ng pilipinas laging handa at mabilis mag isip ng solusyon sa kahit anong problema ang dumating sa bansa natin    "
"268","wala ng mas qualified na maging sunod na presidente ng pilipinas kundi ikaw ping lacson nasayo na lahat ng kailangan ng isang magaling at matalinong leader na kailangan ng bansa natin     "
"269","  sapat at nararapat  "
"270","governor chiz escudero welcomes senate president tito sotto and senator ping lacson in the amazing province of sorsogon       "
"271","malaking bagay din ang debate nakikita ng mga tao kung sino yung talaga qualified at si ping lacson na yun    "
"272","ping lacson lang ang siguradong kayanag aksyonan ang problemang korapsyon sa gobyerno natin at makakapag bigay ng maayos na kinabukasan sa mamamayang pilipino    "
"273","president <U+26AB> 5    vice president <U+26AB> 9    <U+0001F1F5><U+0001F1ED>     "
"274","reposting an old toon nararamdaman nyo rin    "
"275"," "
"276","got my lenikiko canvas bag  <U+0001F497>   "
"277","live now nlex road warriors vs brgy ginebra san miguel     watch on pba rush via  "
"278","tanggalangsakitng katawanjpeg    "
"279","live now blackwater bossing vs tnt tropang giga     watch on pba rush via  "
"280","nakakainis lang talaga yung ibang kakampinks na edukado kuno pero ayaw mag asal edukado please lang guys respect each others choices     "
"281","on point     "
"282","sabi ng  kural panalo na sila pero magkakasama sila ng mga kural ni  at  na pinagtutulungan ibagsak si vp  saan ang lohika dito <U+0001F974><U+0001F601>"
"283","    nice  i red tag yang si digong<U+0001F923><U+0001F923><U+0001F923>  hoy  ano masasabi mo dito<U+0001F914>"
"284","   mas magiging makabuluhan kung aatras na kayo at susuporta kay  "
"285","grabeeeee ang sayaaaaa mas masaya dito kaya ano pang hinihintay mo tara              "
"286","i believe lacson should be on the number 2 spot battling it out with bbm <U+0001F937><U+0001F937><U+0001F937>if only pinoy will check     "
"287","nagpapagod lang kayo  at milyamilya na ang layo ni  sainyoraise the white flag now<U+0001F3F3><U+0001F3F3>makipaglaro na lang kayo sa mga apo nyo"
"288","hahahahah lumalabas na pakawala si  ng dati nyang boss na si imeldi eh kung ano anong statement nilalabas na walang verification show us proof hindi yung sa sinabi lang magbase"
"289"," is on the roll "
"290","aminin nyo na    at hindi nyo kayang tapatan ang ganitong energy at saya ng  grand rally"
