"","date","username","tweet","hashtags","link"
"793","3/22/2022","boldypayang","tunay na may malasakit sa kapwa ping para sa mahihirap at maiiahon ang bansa sa kahirapan  ","['kakampingtunay', 'pinggaling']","https://twitter.com/BoldyPayang/status/1506109244554178564"
"794","3/22/2022","boldypayang","ping is my president vote for ping for a better country  ","['pinggaling', 'pingismypresident']","https://twitter.com/BoldyPayang/status/1506108639777464329"
"795","3/22/2022","pamsantiago07","mga plataporma ni ping lacson para sa agrikultura   irigasyon ng 1 milyong hektaryang sakahan sa buong bansa  sino ang panggiyera mo lacson says rampd irrigation will improve mindanaos agriculture sector ","['pinggaling', 'chooseping', 'lacsonsottopanalotayo']","https://twitter.com/pamsantiago07/status/1506086576102682625"
"796","3/28/2022","ashy_ton"," yeeeees thats the spirit of our next president our country needs a leader who does not embezzle the money of the nation yung leader na papahalagahan ang kanyang trabaho at mahal ang kanyang bansa lalo na ang mga tao nito kaya dito tay","['pingdigmaan']","https://twitter.com/Ashy_ton/status/1508327316660768771"
"797","3/26/2022","palermocamille","naniniwala kami sa kakayahan mong sugpuin ang korapsyon sating bansa ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/PalermoCamille/status/1507712740521279493"
"798","3/26/2022","palermocamille","mabuhay ka ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/PalermoCamille/status/1507712314510016513"
"799","3/26/2022","0820aimee","mabuhay ka ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0820Aimee/status/1507707769146994694"
"800","3/26/2022","0820aimee","susuportahan ka namin ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0820Aimee/status/1507705233161723906"
"801","3/26/2022","0720mayeth","god bless you ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0720Mayeth/status/1507698285519458305"
"802","3/26/2022","0720mayeth","eto ang pangulong susuportahan ko sa araw ng eleksiyon ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0720Mayeth/status/1507697800183971840"
"803","3/26/2022","0620angell","magaling na pinuno may tapang at puso para sa pilipino kay ","['pingdigmaan']","https://twitter.com/0620Angell/status/1507692881817276417"
"804","3/26/2022","0520lloyd","all out ang support namin sayo ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0520Lloyd/status/1507690402388021250"
"805","3/26/2022","0420kevinnn","most qualified leader mabilis umaksyon at higit sa lahat serbisyong totoo para sa pilipino si ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0420Kevinnn/status/1507688093872451584"
"806","3/26/2022","mostolezreynan","leader na matapang sa oras ng pandemya kahit anong gyera lalabanan para sa ikakabuti ng bansa ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/MostolezReynan/status/1507686834905632768"
"807","3/26/2022","mostolezreynan","best leader the leader we need in our country salute to you ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/MostolezReynan/status/1507685491931422720"
"808","3/26/2022","mostolezreynan","hindi ako magsaswang supportahan ang kagaya mo ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/MostolezReynan/status/1507674981739638786"
"809","3/25/2022","0620angell","di nila maalis samin ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0620Angell/status/1507303685373972480"
"810","3/25/2022","0520lloyd","nakakatuwang isipin na may isang ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0520Lloyd/status/1507302762903597058"
"811","3/25/2022","0420kevinnn","napakagandang art work bumabase sa magandang hangarin ni ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0420Kevinnn/status/1507301607230242816"
"812","3/25/2022","0420kevinnn","hanga ako sa kakayahan mong pamunuan ang bansa supportado ka namin ","['lacsonsottopanalotayo', 'pingdigmaan']","https://twitter.com/0420Kevinnn/status/1507301239867904004"
"813","3/25/2022","0320erick","makikitaan mo ng magandang hangarin si ","['pingdigmaan', 'lacsonsottopanalotayo']","https://twitter.com/0320Erick/status/1507300294627311617"
