"","date","username","tweet","hashtags","link"
"116","3/15/2022","jpxellotath","there should be a live streaming and cctv observation system in this day and age to avoid voter fraud             ","['vote2022', 'lenirobredo2022', 'mannypacquiao', 'bongbongmarcos', 'iskomoreno', 'pinglacoson']","https://twitter.com/JpXellotath/status/1503691548072222721"
"117","3/15/2022","oshinsitter","ikaw lang ang naniniwala sa chance to win the presidency kung ako saiyo  suportahan mo na ang sure winner na si <U+0001F496>   ","['mannypacquiao', 'lenirobredo', 'angatbuhaylahatkayleni', 'kulayrosasangbukas', 'liwanagsadilim']","https://twitter.com/OshinSitter/status/1503533560128761859"
"118","3/22/2022","fueradebasetv","i only hold $ern  and smile  in the future their value will only go up   is doing epic names like         2022 is their year for building and i cant wait to try the   in ","['nfts', 'messi', 'suarez', 'modric', 'shaq', 'elvispresley', 'brucelee', 'pacquiao', 'p2e', 'metaverse', 'q4']","https://twitter.com/fueradebasetv/status/1506032906627653635"
"119","3/21/2022","jsttothequick"," dares  to oneonone debate bbm should give this guy a mirror instead  ","['pacquiao', 'bbm', 'halalan2022', 'phvote']","https://twitter.com/JstToTheQuick/status/1505849551185276934"
"120","3/21/2022","sportclub50"," vaya par de dos ","['morales', 'pacquiao', 'boxing']","https://twitter.com/SportClub50/status/1505847595100475393"
"121","3/20/2022","iyot97672958","the presidential debate that just happen is the best so far sayang wala si     ","['bbm', 'leniforpresident2022', 'pacquiao', 'switchtoisko', 'lacson']","https://twitter.com/Iyot97672958/status/1505326824363999234"
"122","3/19/2022","niceredzi"," ","['realtalk', 'pacquiao']","https://twitter.com/niceredzi/status/1505202956119195650"
"123","3/19/2022","joy69336818","mga kawatan mag sama2x sa kulungan ","['pacquiao']","https://twitter.com/joy69336818/status/1505166952930684929"
"124","3/19/2022","kwin_egg","mark my word    lagot ","['pacquiao', 'pilipinasdebates2022']","https://twitter.com/kwin_egg/status/1505166856789041154"
"125","3/19/2022","shu27136361","sa hirap ng mga tanong tsaka may mga rebutal pa malamang di aattend di yung isa kasi mapaghahalataang bobo       ","['presidentialdebate', 'theturningpoint', 'bbm', 'lacson', 'pacquiao', 'robredo']","https://twitter.com/Shu27136361/status/1505149983544143873"
"126","3/19/2022","nates1027","respect     ","['pacquiao', 'kayleninatayo', '10robredopresident', 'pilipinasdebates2022']","https://twitter.com/nates1027/status/1505129670873862148"
"127","3/19/2022","realboxing_2022","challenge is live enter the game and use our exclusive offer to unlock and box as pacman be fast about it since we have something more for you just around the weekend        ","['manny', 'pacman', 'pacquiao', 'boxing', 'game']","https://twitter.com/RealBoxing_2022/status/1504925009109737485"
"128","3/18/2022","radarafaela","ahora si guardé el timelapse este coso es de 8 minutos si es feo pero estoy practicando velocidad me sugirieron pacquiao versus ippo  p      ","['pacquiao', 'ippo', 'timelapse', 'doodle']","https://twitter.com/RadaRafaela/status/1504625971886010371"
"129","3/17/2022","gelsantosrelos","did you hear that bbm and sdc naumbag ba kayo sa knock out punch na yan ng katotohanang sinusuntok sa inyo ni   no accountability from candidates who shun debates <U+0001F4A5><U+0001F94A><U+0001F4A5>","['pacquiao']","https://twitter.com/GelSantosRelos/status/1504483854748246032"
"130","3/16/2022","timexsplicer","pacquiao  malinis ang tubig pero baka hindi sapat para mapawi ang uhaw  ","['pacman2022', 'pacquiao']","https://twitter.com/timexsplicer/status/1503923453245943811"
"131","3/15/2022","clidemarchelli","en san diego pacquiao jr tuvo su primera pelea amateur en estados unidos on metro sk website ","['pacquiao', 'boxeo', 'sandiego', 'californiadreaming']","https://twitter.com/ClideMarchelli/status/1503711694039658500"
"132","3/15/2022","dancin4two","it will be an easier and more peaceful election if candidates and followers would focus on campaigning based on truth and credentials of the candidate yun lang naman ang dapat bakit may siraan at lies  pa         ","['halalan2022', 'lenikiko2022', 'bbmsara2022', 'iskomoreno', 'pacquiao']","https://twitter.com/dancin4two/status/1503577341733195779"
"133","3/21/2022","jeffriesconrad","<U+0001F1FA><U+0001F1F8> i will bring     to its end <U+0001F4AF> no more     ","['veteran', 'activeduty', 'nationalguard', 'suicide', 'forgodandcountry', 'nda']","https://twitter.com/JeffriesConrad/status/1505906688917848071"
"134","3/21/2022","chaplaingary1","this weeks message is about bodily discipline and growing in godliness  are you working toward fulfilling the promise of this life and the life to come  its amazing what could happen if you take a few steps each day     ","['chaplainlife', 'alabamang', 'ministryminute', 'forgodandcountry']","https://twitter.com/ChaplainGary1/status/1505871360479969280"
"135","3/21/2022","drprinceharmah","the only thing all men have in equal measure is time how successful you are depends on how best you manage your time so make every minute of this week count may god bless your efforts        ","['mondaymotivation', 'forgodandcountry', 'kwesimintsim', 'dpha']","https://twitter.com/drprinceharmah/status/1505832044953313282"
"136","3/21/2022","chaplaingary1","  i sure would have loved to stop to visit the united states army institute of religious leadership  but a soldier has to report when ordered  on to  for long awaited training   ","['chaplainlife', 'forgodandcountry', 'alabamang', 'drivingthrough']","https://twitter.com/ChaplainGary1/status/1505681878656892929"
"137","3/20/2022","mavunokiamburd","  3 because i am a christian i lend prophetic vision and insight to my generation to my nations culture and policy  pastor rocky    ","['forgodandcountry', 'christians', 'christianity', 'mavunochurchkiamburoad']","https://twitter.com/MavunoKiambuRd/status/1505492556687331337"
"138","3/20/2022","mavunokiamburd","  1 because we are christians we influence our nation its culture and politics we will not bow 2 because i am a christian i am a leader  i lead the way for our culture  pastor rocky   ","['forgodandcountry', 'christians', 'christianity', 'mavunochurchkiamburoad']","https://twitter.com/MavunoKiambuRd/status/1505492127312232450"
"139","3/20/2022","mavunokiamburd"," a christian is 2 a person who believes in jesus christ and follows his teachings  pastor rocky    ","['forgodandcountry', 'christians', 'christianity', 'mavunochurchkiamburoad']","https://twitter.com/MavunoKiambuRd/status/1505482348044955653"
"140","3/20/2022","mavunokiamburd","  we could therefore say a christian is 1 a disciple of christ a full time student and practitioner of the school and teachings of jesus christ the believers in antioch were called christians because they were disciples of christ pastor rocky  ","['forgodandcountry', 'christians']","https://twitter.com/MavunoKiambuRd/status/1505479669629476865"
"141","3/20/2022","mavunokiamburd"," who is a christian acts 1126 amp and when he found him he brought him back to antioch for an entire year they met with others in the church and instructed large numbers and it was in antioch that the disciples were first called christians ","['forgodandcountry', 'christianity']","https://twitter.com/MavunoKiambuRd/status/1505479411340095493"
"142","3/20/2022","mavunokiamburd"," esther 15 contd to mordecai why do you transgress the kings command and when they spoke to him day after day and he would not listen to them they told haman in order to see whether mordecais words would stand for he had told them that he was a jew","['forgodandcountry']","https://twitter.com/MavunoKiambuRd/status/1505472227222958080"
"143","3/20/2022","mavunokiamburd"," esther 15 contd and all the kings servants who were at the kings gate bowed down and paid homage to haman for the king had so commanded concerning him but mordecai did not bow down or pay homage then the kings servants who were at the kings gate said","['forgodandcountry']","https://twitter.com/MavunoKiambuRd/status/1505472083538628609"
"144","3/20/2022","mavunokiamburd"," because im a christian esther 315 after these things king ahasuerus promoted haman the agagite the son of hammedatha and advanced him and set his throne above all the officials who were with him","['forgodandcountry']","https://twitter.com/MavunoKiambuRd/status/1505467992645251075"
"145","3/20/2022","ronmunsayac","promdipdp presidential bet sen  visited his vice presidential candidate today whos currently recovering from knee surgery    ","['pacquiaoatienza', 'forgodandcountry']","https://twitter.com/RonMunsayac/status/1505467596363407369"
"146","3/20/2022","coriencio"," all good <U+0001F44D><U+0001F44D><U+0001F44D> god bless the patriots worldwide  i salute anyone who is willing to stand for freedom  ","['forgodandcountry']","https://twitter.com/coriencio/status/1505242208953200644"
"147","3/19/2022","drprinceharmah","i am honoured to have supported this noble project and i look forward to the renovation of the community centre to serve the purpose of providing a common space for all the people of adientem         33","['forgodandcountry', 'kwesimintsim', 'dpha']","https://twitter.com/drprinceharmah/status/1505154098630479874"
"148","3/19/2022","ronmunsayac","dito na po tayo sa binago ang buhay ng panginoon dumaan at pinatatag ng hirap ng buhay protektahan lahat tayo matapang at haharapin lahat ng laban hindi magnanakaw at hindi ka maliliitin magbibigay karangalan sa bansa  si  ang presidente ko   ","['forgodandcountry']","https://twitter.com/RonMunsayac/status/1505089908485943300"
"149","3/19/2022","mavunokiamburd","  deceptions of kenyas tribalism  if the president is from my tribe i will benefit that benefit is just a feeling  be sure to join us this sunday as we continue to mirror the book of esther in the bible with kenya   ","['forgodandcountry', 'mavunochurchkiamburoad', 'churchkiamburd']","https://twitter.com/MavunoKiambuRd/status/1505061508736290821"
"150","3/18/2022","usairl2022","chief of chaplains visits c4 army chief of chaplains chap mg thomas solhjem visits with the students in the chaplain captains career course at the heart and home of the army chaplaincy at the institute for religious leadership march 18   ","['livethecall', 'forgodandcountry']","https://twitter.com/usairl2022/status/1504838785766465538"
"151","3/18/2022","benjaminakakpo3","the  is airborne we are    join us as we serve you another   <U+0001F4AA><U+0001F3FE><U+0001F1EC><U+0001F1ED><U+0001F525><U+0001F64C><U+0001F3FE>    ","['amshow', 'largeandincharge', 'fantasticfriday', 'forgodandcountry', 'joynews', 'amshow']","https://twitter.com/BenjaminAkakpo3/status/1504705589032763515"
"152","3/18/2022","roybaker22","todays listening         ","['forgodandcountry', 'metronomy', 'laurenwood', 'dashboardconfessional', 'music', 'listening', 'musiccollection', 'musiccollector']","https://twitter.com/RoyBaker22/status/1504648799477805061"
"153","3/18/2022","coriencio"," thanq  i salute anyone who is willing to fight for freedom  god bless you  ","['forgodandcountry']","https://twitter.com/coriencio/status/1504557549781073923"
"154","3/18/2022","usairl2022","army chief of chaplains chap mg thomas solhjem holds a town hall with the chaplain corps worldwide from the heart and home of the army chaplaincy at the army institute for religious leadership at fort jackson south carolina on march 17  ","['forgodandcountry']","https://twitter.com/usairl2022/status/1504536887821840390"
"155","3/18/2022","coriencio","  yes i am  i hope you enjoyed it  i give all the credit to our lord and savior upstairs  god bless you btw ","['forgodandcountry']","https://twitter.com/coriencio/status/1504516781221703691"
"156","3/17/2022","coriencio"," thanq sir and thanq for your service god bless our military god bless you john  ","['forgodandcountry']","https://twitter.com/coriencio/status/1504338440388718592"
"157","3/17/2022","thelightinthis1","we changed we will rock you to we will rebuke you        ","['forgodandcountry', 'christian', 'jesus', 'bible', 'streetpreach', 'warriorsforchrist']","https://twitter.com/TheLightInThis1/status/1504318352403034113"
"158","3/17/2022","drprinceharmah","i remain committed to all development issues in our beloved kwesimintsim constituency and i shall continue to support the effort towards realising a prosperous kwesimintsim      ","['forgodandcountry', 'kwesimintsim', 'dpha']","https://twitter.com/drprinceharmah/status/1504180090866966533"
