,time,open,high,low,close,tick_volume,spread,real_volume
0,1451865600,425.07,429.43,422.75,427.74,10691,0,0
1,1451952000,427.69,429.06,423.53,426.25,9621,0,0
2,1452038400,426.26,426.39,420.6,423.89,9211,0,0
3,1452124800,423.88,453.11,423.57,450.94,32021,0,0
4,1452211200,450.93,458.74,438.89,445.36,34131,0,0
5,1452470400,442.54,445.12,433.0,441.63,23331,0,0
6,1452556800,441.75,441.78,428.28,428.53,13781,0,0
7,1452643200,428.59,431.55,418.51,426.54,24031,0,0
8,1452729600,426.65,427.95,421.05,423.55,10701,0,0
9,1452816000,423.57,423.67,395.64,399.19,31681,0,0
10,1453075200,373.8,382.26,368.16,379.48,22521,0,0
11,1453161600,379.47,380.74,369.95,370.75,12861,0,0
12,1453248000,371.0,416.98,366.81,412.69,58651,0,0
13,1453334400,412.68,414.82,399.19,403.48,22061,0,0
14,1453420800,403.51,404.01,368.55,373.69,41101,0,0
15,1453680000,396.57,396.57,379.86,384.06,20911,0,0
16,1453766400,384.45,391.76,381.98,388.95,15061,0,0
17,1463529600,447.94,448.35,446.45,446.51,2371,0,0
18,1463616000,446.33,447.72,429.05,430.07,21081,0,0
19,1463702400,430.06,438.1,429.1,435.24,12821,0,0
20,1463961600,431.59,436.99,430.5,436.78,7791,0,0
21,1464048000,436.8,440.38,435.99,438.68,6901,0,0
22,1464134400,438.59,443.6,438.52,442.49,6261,0,0
23,1464220800,442.48,446.92,440.91,446.23,8271,0,0
24,1464307200,446.39,471.51,446.39,464.89,31741,0,0
25,1464566400,511.25,528.68,504.37,521.03,38841,0,0
26,1464652800,520.71,542.24,514.5,526.16,50031,0,0
27,1464739200,526.15,536.84,520.01,530.61,29201,0,0
28,1464825600,530.27,533.93,524.87,532.0,16391,0,0
29,1464912000,532.47,570.95,530.34,570.41,43281,0,0
30,1465171200,567.41,580.13,567.41,578.31,14541,0,0
31,1465257600,578.32,588.25,556.95,570.77,55051,0,0
32,1465344000,570.78,577.92,565.83,576.55,18411,0,0
33,1465430400,576.53,577.06,567.0,569.71,13301,0,0
34,1465516800,569.7,573.99,566.02,572.44,13201,0,0
35,1465776000,664.25,717.21,649.97,698.12,100611,0,0
36,1465862400,698.13,698.2,654.22,678.7,68531,0,0
37,1465948800,679.0,689.77,666.59,688.93,36431,0,0
38,1466035200,688.98,766.57,688.98,761.19,82971,0,0
39,1466121600,761.2,771.72,700.13,743.8,125781,0,0
40,1466380800,754.5,757.21,718.99,722.25,44191,0,0
41,1466467200,722.2,722.2,619.03,659.54,143681,0,0
42,1466553600,659.84,671.31,582.07,594.9,113541,0,0
43,1466640000,594.89,626.6,536.14,617.92,157891,0,0
44,1466726400,617.91,677.66,615.97,645.07,96221,0,0
45,1466985600,624.26,651.96,612.41,651.5,51861,0,0
46,1467072000,651.75,659.01,630.13,638.85,44861,0,0
47,1467158400,638.57,638.57,615.45,629.02,36691,0,0
48,1467244800,629.29,664.76,622.61,661.14,52451,0,0
49,1467331200,661.64,677.71,653.82,669.63,39791,0,0
50,1467590400,653.32,676.24,634.73,673.52,62821,0,0
51,1467676800,673.53,676.18,656.75,662.05,27381,0,0
52,1467763200,662.09,672.87,656.96,668.47,25441,0,0
53,1467849600,668.44,672.2,600.01,633.13,109071,0,0
54,1467936000,633.14,654.21,629.2,653.37,29791,0,0
