,time,open,high,low,close,tick_volume,spread,real_volume
0,1199116800,1.4681,1.4685000000000001,1.462,1.462,2718,0,0
1,1199120400,1.4619,1.462,1.4581,1.46,1767,0,0
2,1199124000,1.4601,1.4601,1.4601,1.4601,1,0,0
3,1199232000,1.4652,1.4748,1.4641,1.4713,6692,0,0
4,1199264400,1.4652,1.467,1.4641,1.4661,0,0,0
5,1199268000,1.4662,1.4665,1.465,1.4653,0,0,0
6,1199271600,1.4652,1.4677,1.465,1.4677,0,0,0
7,1199275200,1.468,1.4689,1.4675,1.4685000000000001,0,0,0
8,1199278800,1.4684,1.4698,1.4683,1.4687999999999999,0,0,0
9,1199282400,1.4689,1.4698,1.4661,1.4661,0,0,0
10,1199286000,1.4662,1.4672,1.4643,1.4654,0,0,0
11,1199289600,1.4659,1.4725,1.4659,1.4724,0,0,0
12,1199293200,1.4725,1.4748,1.4723,1.4736,0,0,0
13,1199296800,1.4735,1.4745,1.4717,1.4729999999999999,0,0,0
14,1199300400,1.4731,1.4737,1.4727000000000001,1.4731,0,0,0
15,1199304000,1.4732,1.4738,1.4715,1.4724,0,0,0
16,1199307600,1.4723,1.4727999999999999,1.4719,1.4727000000000001,0,0,0
17,1199311200,1.4727999999999999,1.4729,1.4708,1.4713,0,0,0
18,1199314800,1.4714,1.4726,1.4711,1.4721,0,0,0
19,1199318400,1.4714,1.478,1.4686,1.4715,9925,0,0
20,1199322000,1.4714,1.4725,1.4714,1.4716,0,0,0
21,1199325600,1.4717,1.4719,1.4696,1.4713,0,0,0
22,1199329200,1.4714,1.4715,1.4702,1.4706000000000001,0,0,0
23,1199332800,1.4705,1.4712,1.4703,1.4708999999999999,0,0,0
24,1199336400,1.471,1.4717,1.4704,1.471,0,0,0
25,1199340000,1.4711,1.4713,1.4705,1.4707,0,0,0
26,1199343600,1.4708,1.4727999999999999,1.4706000000000001,1.4727999999999999,0,0,0
27,1199347200,1.4727000000000001,1.4729,1.4718,1.4723,0,0,0
28,1199350800,1.4722,1.4731,1.4686,1.4696,0,0,0
