"","date","username","tweet","hashtags","link"
"1","2/15/2022","thisismeddan12","lets do a survey and see whos gonna win for president","['letlenilead', 'kulayrosasangbukas', 'bbmismypresident2022', 'iskomoreno', 'pinglacson', 'mannypacquiao', 'leody']","https://twitter.com/thisismeddan12/status/1493295500476370947"
"2","2/14/2022","kyrah_zeke","para sa legit na boboto lang please do not vote if hindi ka botante or hindi din makakaboto who is your president","['leniduwag', 'babackoutmuli', 'isko', 'pinglacson', 'kaleody']","https://twitter.com/kyrah_zeke/status/1493243372147920899"
"3","2/14/2022","pumtinkin","kulay asul at puti ang simbolo ng tunay tapat at mapayapa na pamumuno kay kami","['pinglacson', 'pinglacson2022']","https://twitter.com/pumtinkin/status/1493198068174315520"
"4","2/14/2022","realjoeymgdaily","hindi niyo na pwedeng laitin si bbm na hindi sumasali sa opposition debate kung yung mismong mga kandidato niyo nag no show sa kanilang opposition debate magiging ipokrita kayo","['bbmsara2022', 'leniangatsalahat', 'iskomoreno', 'mannypacquiao', 'pinglacson']","https://twitter.com/realjoeymgdaily/status/1493195239271456770"
"5","2/14/2022","oshinsitter","mga pwedeng theme songs ni never gonna give you up by rick astley im never gonna give you up by cynthia rhodes and frank stallone never give up by sia","['pinglacson']","https://twitter.com/OshinSitter/status/1493192912292646914"
"6","2/14/2022","mirrell_mnl","lets make it simple if a candidate skips an interviewdebate duwag based on this premise si ka leody pinakamatapang not counted yung di paginvite sa kanya sino po ang pinakaduwag pakisagot po","['leniforpresident2022', 'bbmsara', 'pinglacson', 'iskomoreno', 'pacquiao']","https://twitter.com/Mirrell_MNL/status/1493192755417260033"
"7","2/14/2022","rich_b77w","diretso sa nakaw na naman scam projects ang lalim na ng pilipinas ma tatalo na tayo sa kenya africa we need a leader","['pinglacson']","https://twitter.com/rich_b77w/status/1493191543007547392"
"8","2/14/2022","uranti_social","since araw ng mga puso ngayon tatanongin kita ano ang kulay ng puso mo","['bbmforpresident', 'leniforpresident2022', 'iskomoreno', 'pinglacson', 'mannypacquiao']","https://twitter.com/UrAnti_Social/status/1493151618786754564"
"9","2/14/2022","mitch_digos","nalungkot ako para kay pero sya pa rin sa ko","['pinglacson']","https://twitter.com/mitch_Digos/status/1493148124051025926"
"10","2/14/2022","pinglacson2022","maraming salamat po mam sa pagsend nito sa amin tama po kayo hindi popularity contest ang pagpili ng iboboto pinagiisipan po ito ng maige","['pinglacson', 'lacsonsottotayo']","https://twitter.com/PingLacson2022/status/1493121580125327362"
